idcvlac,autores,nombre,tipo,verificado,lugar,fecha,editorial,isbn,volumen,paginas,palabras,areas,sectores
0001408212,MAURICIO EFREN SOTELO CABRERA,Establecimiento y manejo de pasturas mejoradas - Algunos aspectos clave a considerar,Libro resultado de investigación,False,Colombia,2018,Centro Internacional De Agricultura Tropical Ciat,978-958-694-215-7,,,No Aplica,Ciencias Agrícolas;Ciencias Animales y Lechería;Ciencias Animales y Lechería,No Aplica
0001408212,MAURICIO EFREN SOTELO CABRERA,"Especies vegetales útiles para sistemas silvopastoriles del Caquetá, Colombia",Libro resultado de investigación,False,Colombia,2016,Centro Internacional De Agricultura Tropical Ciat,978958694163-1,,,No Aplica,Ciencias Agrícolas;Ciencias Animales y Lechería;Ciencias Animales y Lechería,No Aplica
0001408212,MAURICIO EFREN SOTELO CABRERA,Sistemas sostenibles de producción ganadera en el contexto amazónico - Sistemas silvopastoriles: ¿una opción viable?,Libro resultado de investigación,False,Colombia,2017,Centro Internacional De Agricultura Tropical Ciat,978-958-694-172-3,,,No Aplica,Ciencias Agrícolas;Ciencias Animales y Lechería;Ciencias Animales y Lechería,No Aplica
0001408212,MAURICIO EFREN SOTELO CABRERA,Estrategias tecnológicas para mejorar la productividad y competitividad de la actividad ganadera: herramientas para enfrentar el cambio climático,Libro resultado de investigación,False,Colombia,2016,Centro Internacional De Agricultura Tropical Ciat,978-958-694-156-3,,,No Aplica,Ciencias Agrícolas;Ciencias Animales y Lechería;Ciencias Animales y Lechería,No Aplica
0001300121,"BELISARIO HINCAPIE, MICHAEL PETERS",Especies forrajeras multipropósito: opciones para productores de Centroamérica,Libro resultado de investigación,False,Colombia,2003,Centro Internacional de Agricultura Tropical,958-694-048-9,,,No Aplica,No Aplica,No Aplica
0001300121,MICHAEL PETERS,Especies Forrajeras Multipropósito,Libro resultado de investigación,False,Colombia,2003,Centro Internacional De Agricultura Tropical Ciat,958-694-048-9,0,113,No Aplica,No Aplica,No Aplica
0001300121,MICHAEL PETERS,Especies Forrajeras Multipropósito: Opciones Para Productoes Del Trópico Americano,Libro resultado de investigación,False,Colombia,2011,Centro Internacional De Agricultura Tropical Ciat,9789586941082,0,212,No Aplica,No Aplica,No Aplica
0001500497,"DANIELA PEREZ OLIVEROS, ELEONORA PALTA VELASCO, MARIA ISABEL VIDAL CAICEDO",Smart Drip System: Un Sistema de Riego Autónomo. propuesta de un sistema de riego autonomo con IoT,Libro resultado de investigación,True,España,2020,Centro De Formacion De La Cooperacion Espanola,978-620-0-39267-1,,,Variables climáticas;Agricultura de precisión;Arquitectura IoT;Internet de las cosas;IOT,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Automatización y Sistemas de Control",No Aplica
0001500497,"ELEONORA PALTA VELASCO, KATERINE MARCELES VILLALBA, MARIA ISABEL VIDAL CAICEDO, FREDY ALONSO VIDAL ALEGRIA, JORGE LUIS LONDONO LERMA",Ecosistema virtual gamificado de Francisco José de Caldas,Libro resultado de investigación,True,España,2020,Editorial Académica Española,978-620-2-81105-7,,,Realidad Aumentada;Próceres;Turismo;Gamificación;Marcadores;Design Thinking,Ingeniería y Tecnología;Otras Ingenierías y Tecnologías;Otras Ingenierías y Tecnologías,No Aplica
0001341288,JOSE LUIS JURADO MUNOZ,Entorno Ubicuos y colaborativos (U-CSCL) para ambientes de enseñanza aprendizaje de competencias profesionales,Libro resultado de investigación,True,Colombia,2016,Editorial Bonaventuriana,978-958-8785-83-7,,,Gamification;Informatica Educativa,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería de Sistemas y Comunicaciones",No Aplica
0001341288,JOSE LUIS JURADO MUNOZ,Teoría de juegos e interacción humano computador,Libro resultado de investigación,False,Colombia,2019,Editorial Bonaventuriana,978-958-5415-45-4,,,Knowledge management;Mejora de Procesos;Gamification;Informatica de la usabilidad;Informatica Educativa,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería de Sistemas y Comunicaciones",No Aplica
0000012130,"MAITE DEL PILAR RADA MENDOZA, JOSE LUIS ARCINIEGAS HERRERA",Anales del Convento de Santa Cruz de la Popa de Cartagena de Indias (1606-2006),Libro resultado de investigación,True,Colombia,2018,Editorial Universidad Del Cauca,978-958-732-314-6,,,No Aplica,Humanidades;Historia y Arqueología;Historia de Colombia,No Aplica
0000012130,MAITE DEL PILAR RADA MENDOZA,"Conservación, almacenamiento y alteraciones del huevo",Libro resultado de investigación,False,Colombia,2021,Universidad del Cauca,978-958-732-463-1,,,Ovoproductos;Propiedades funcionales,Ciencias Agrícolas;Ciencias Animales y Lechería;Ciencias Animales y Lechería,No Aplica
0000012130,MAITE DEL PILAR RADA MENDOZA,"Manual de ensayos de estabilidad e inalterabilidad y de procedimientos de análisis para vinos, mostos y sangrías",Otro libro publicado,False,Colombia,1999,Universidad del Cauca,,,67,Estabilidad;Procedimientos de Análisis;Vinos;Métodos Químicos,"Ingeniería y Tecnología;Otras Ingenierías y Tecnologías;Alimentos y Bebidas, Ciencias Naturales;Ciencias Químicas;Química Orgánica",Educación
0000012130,"MAITE DEL PILAR RADA MENDOZA, EDIER HUMBERTO PEREZ",Instrumentación analítica. Cuaderno 1. Espectroscopia de Plasma Acoplada Inductivamente a la Espectrometría de Masas. ICP/MS.,Otro libro publicado,False,Colombia,2000,Universidad del Cauca,,,60,Espectroscopía de Plasma;Espectrometría de Masas,Ciencias Naturales;Ciencias Químicas;Química Orgánica,Educación
0000012130,"MAITE DEL PILAR RADA MENDOZA, EDIER HUMBERTO PEREZ",Instrumentación analítica. Cuaderno 2. CG,Otro libro publicado,False,Colombia,2000,Universidad del Cauca,,,77,Cromatografía de Gases;Técnicas de Análisis;Control de Calidad;Validación,Ciencias Naturales;Ciencias Químicas;Química Orgánica,Educación
0000012130,"MAITE DEL PILAR RADA MENDOZA, JENNY RUBY CASTILLO, HEBER ORLANDO VERGARA VERGARA, GIOVANNY VIVAS, CLAUDIA XIMENA MARTINEZ","Manual de Procedimientos de Operación, mantenimiento y seguridad de los equipos de los laboratorios de docencia del Departamento de Química",Libro pedagógico y/o de divulgación,False,Colombia,2005,Universidad del Cauca,,3,1,Procedimientos de Operación;Mantenimiento;Seguridad;Laboratorios,Ciencias Naturales;Ciencias Químicas;Química Orgánica,Educación
0000635863,"AGUSTIN OLANO VILLEN, ALBERTO CARRASCOSA, MANOLI JUAREZ, MARI CARMEN POLO, GUILLERMO REGLERO",Biotecnologia en pocas palabras (3). Biotecnologia y Alimentos. Preguntas y respuestas,Libro resultado de investigación,False,España,2003,No Aplica,,,59,Biotecnología;Alimentos,Ingeniería y Tecnología;Otras Ingenierías y Tecnologías;Alimentos y Bebidas,No Aplica
0000635863,AGUSTIN OLANO VILLEN,Handbook Of Dairy Foods Analysis: Carbohydrates,Otro libro publicado,False,Estados Unidos,2010,CRC Press New York,978-1-4200-4631-1,0,29,No Aplica,No Aplica,No Aplica
0000518980,"TANIA MILENA GUTIERREZ VALENCIA, DIANA MARIA CHITO TRUJILLO, GERMAN CUERVO OCHOA",Polímeros: Generalidades y Tendencias de Investigación en Colombia,Libro resultado de investigación,True,Colombia,2019,Editorial De La Universidad Del Cauca,978-958-732-349-8,,,No Aplica,"Ciencias Naturales;Ciencias Químicas;Ciencias de los Polímeros, Ciencias Naturales;Ciencias Químicas;Química Analítica",No Aplica
0000635324,FRANCISCO JAVIER MORENO ANDUJAR,Analysis Of Dietary Sugars In Beverages By Gas Chromatography,Libro pedagógico y/o de divulgación,False,Inglaterra,2012,The Royal Society of Chemistry,1849733708,0,229,No Aplica,No Aplica,No Aplica
0000635324,"FRANCISCO JAVIER MORENO ANDUJAR, MARIA LUZ SANZ","Food Oligosaccharides: Production, Analysis and Bioactivity",Libro resultado de investigación,False,Reino Unido,2014,Wiley-Blackwell,978-1-118-42649-4,,,No Aplica,No Aplica,No Aplica
0000374156,HECTOR SAMUEL VILLADA CASTILLO,Fisiologia De La Maduracion De Frutas,Libro resultado de investigación,False,Colombia,2010,Taller Editorial Universidad Del Cauca,58-732-069-5,200,165,No Aplica,No Aplica,No Aplica
0000374156,"HECTOR SAMUEL VILLADA CASTILLO, ALCY RENE CERON MOSQUERA, SUSANA CAJIAO",Pasos para alcanzar la acreditación de los ensayos en un laboratorio,Libro resultado de investigación,True,Colombia,2014,Ediorial Universidad Del Cauca,978-958-732-155-5,,,No Aplica,Ingeniería y Tecnología;Otras Ingenierías y Tecnologías;Otras Ingenierías y Tecnologías,No Aplica
0000374156,"HECTOR SAMUEL VILLADA CASTILLO, REINALDO VELASCO MOSQUERA, CARLOS ANDRES CHANTRE",Agroindustria Nivel 2 Para Entorno Virtual,Libro resultado de investigación,True,Colombia,2007,Universidad del Cauca,978-958-9451-68-7,100,179,Agroindustria;absorción;condiciones de proceso;Planta,Ingeniería y Tecnología;Otras Ingenierías y Tecnologías;Ingeniería de Producción,Productos y procesos biotecnológicos
0000374156,"HECTOR SAMUEL VILLADA CASTILLO, DEIBAR RENE HURTADO",El Sentido De La Formaciòn Pràctica En Ingenierìa: Una Mirada Etnogràfica Desde La Agroindustria,Libro resultado de investigación,True,Colombia,2004,Editorial Universidad Del Cauca,958-9475-55-8,200,185,Agroindustria;condiciones de proceso;Control de Calidad;Fermentación;Ingenieria;Operaciones Agroindustriales,Ingeniería y Tecnología;Otras Ingenierías y Tecnologías;Ingeniería de Producción,Educación
0000374156,"HECTOR SAMUEL VILLADA CASTILLO, JOSE FERNANDO GRASS RAMIREZ, HAROLD ACOSTA ZULETA",Caracterizacion Fisicoquimica Termica Y Microscopica Del Almidon Nativo Y Agrio De Yuca,Libro resultado de investigación,False,Colombia,2007,Universidad del Cauca,978-958-9451-54-0,100,94,Agroindustria;Almidón;almidones agrarios;Fermentación;Gelatinización;Propiedades Térmicas,Ingeniería y Tecnología;Otras Ingenierías y Tecnologías;Ingeniería de Producción,Productos y procesos biotecnológicos
0000374156,"HECTOR SAMUEL VILLADA CASTILLO, JOSE FERNANDO GRASS RAMIREZ, HAROLD ACOSTA ZULETA",Variables De Proceso Y Caracterizacion Fisicoquimica Microscopica Termica Y Mecanica De Almidon Agrio De Yuca Termoplastificado Por Extrusion,Libro resultado de investigación,True,Colombia,2008,Editorial Universidad Del Cauca,978-958-9451-61-8,100,175,Almidón;Almidón termoplástico;Bioempaques;Plástificante,Ingeniería y Tecnología;Otras Ingenierías y Tecnologías;Ingeniería de Producción,Productos y procesos biotecnológicos
0000374156,"HECTOR SAMUEL VILLADA CASTILLO, JOSE FERNANDO GRASS RAMIREZ, HAROLD ACOSTA ZULETA",Leche Cruda Y Leche Pasteurizada Analisis De La Competitividad Restringida De La Cadena Lactea Formal Y La Cadena Lactea Informal En Popayan Cauca,Libro resultado de investigación,True,Colombia,2007,Ediorial Universidad Del Cauca,978-958-9451-52-6,100,185,Agroindustria;BMP;Control de Calidad;Haccp,Ingeniería y Tecnología;Otras Ingenierías y Tecnologías;Ingeniería de Producción,Productos y procesos biotecnológicos
0000374156,"ALCY RENE CERON MOSQUERA, HECTOR SAMUEL VILLADA CASTILLO",POLÍMEROS: GENERALIDADES Y TENDENCIAS DE INVESTIGACIÓN EN COLOMBIA.,Libro resultado de investigación,True,Colombia,2015,Editorial Universidad Del Cauca,978-958-732-349-8,,,Almidon de yuca;Almidón termoplástico;Biodegradable;Bioempaques,"Ingeniería y Tecnología;Ingeniería de los Materiales;Compuestos (Laminados, Plásticos Reforzados, Fibra Sintéticas y Naturales)",No Aplica
0000012998,"JOSE LUIS ARCINIEGAS HERRERA, CESAR ALBERTO COLLAZOS, ANDRES FERNANDO SOLANO ALEGRIA",Evaluación colaborativa de la usabilidad de aplicaciones de televisión digital interactiva,Libro resultado de investigación,False,Estados Unidos,2013,Research and Innovation R&I Book,13-978-0-9898393-0-3,,,No Aplica,No Aplica,No Aplica
0000012998,JOSE LUIS ARCINIEGAS HERRERA,Aplicaciones en Unix,Otro libro publicado,False,Colombia,2000,Editorial De La Universidad Del Cauca,,,300,Programación;Unix;Aplicaciones telemáticas;Procesos,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería Eléctrica y Electrónica",Desarrollo de programas (software) y prestación de servicios en informática
0000012998,"JOSE LUIS ARCINIEGAS HERRERA, FERNANDO VELEZ, IVAN HERNANDEZ",¿Qué son los Servicios Públicos? Telefonía,Otro libro publicado,False,Colombia,1988,Editorial De La Universidad Del Cauca,,,1,Servicios de Telefonía;Servicios,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería Eléctrica y Electrónica",Desarrollo rural
0000012998,"JOSE LUIS ARCINIEGAS HERRERA, FERNANDO VELEZ",Arquitecturas de Gestión de Redes y Servicios de Telecomunicaciones,Libro resultado de investigación,False,Colombia,2009,Impresora Feriva S A,978-958-8308-50-0,0,282,Arquitectura;Gestión;Gestión de Servicios de Telecomunicaciones;Gestión Basada en la Web,No Aplica,No Aplica
0000012998,JOSE LUIS ARCINIEGAS HERRERA,Educación virtual usando en televisión digital interactiva. Experiencias prácticas del proyecto EDiTV,Libro resultado de investigación,True,Colombia,2016,Universidad del Cauca,978-958-732-190-6,,,No Aplica,No Aplica,No Aplica
0000012998,"JOSE RADA ARINA, JOSE LUIS ARCINIEGAS HERRERA, MAITE DEL PILAR RADA MENDOZA",Anales del Convento de Santa Cruz de la Popa de Cartagena de Indias (1606-2006). Cuaderno de Bitácora de los Agustinos recoletos de la Popa de la Galera de Cartagena de Indias,Libro resultado de investigación,False,Colombia,2018,Universidad del Cauca,978-958-732-314-6,,,No Aplica,No Aplica,No Aplica
0000012998,"GABRIEL ELIAS CHANCHI GOLONDRINO, JOSE LUIS ARCINIEGAS HERRERA",Arquitecturas para el despliegue de servicios interactivos de TV móvil. Sistemas de recomendaciones y búsqueda semática,Libro resultado de investigación,True,Colombia,2018,Universidad del Cauca,978-958-732-315-3,,,No Aplica,No Aplica,No Aplica
0000012998,"DIEGO DURAN, JOSE LUIS ARCINIEGAS HERRERA",Una solución de VoD con IPTV en ambientes OTT para comunidades académicas virtuales,Libro resultado de investigación,True,Colombia,2017,Universidad del Cauca,978-958-732-284-2,,,No Aplica,No Aplica,No Aplica
0000012998,"FERNANDO VELEZ VARELA, JOSE LUIS ARCINIEGAS HERRERA, RODRIGO ALBERTO CERON MARTINEZ, MARY CRISTINA CARRASCAL REYES",GESTV Plataforma de gestión para un sistema de TLearning,Libro resultado de investigación,True,Colombia,2018,Universidad Libre De Colombia Cali,9789587624809,,,No Aplica,No Aplica,No Aplica
0000012998,"JUAN CARLOS CUELLAR QUINONES, JOSE LUIS ARCINIEGAS HERRERA, JESUS HAMILTON ORTIZ MONEDERO",Modelo para la medición de QoE en IPTV,Libro resultado de investigación,True,Colombia,2018,Editorial Icesi,978-958-8936-56-7,,,No Aplica,No Aplica,No Aplica
0000012998,"MARTIN MONROY RIOS, JOSE LUIS ARCINIEGAS HERRERA",Ingeniería Inversa para Sistemas Intensivos en Software,Libro resultado de investigación,True,Colombia,2020,Editorial Universidad Del Cauca,978-958-5439-32-0,,,No Aplica,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería Eléctrica y Electrónica",No Aplica
0000873411,"MARIA DEL MAR VILLAMIEL GUERRA, NIEVES CORZO",Tratamientos térmicos con microondas en flujo continuo,Otro libro publicado,False,España,1997,No Aplica,,,1,Trtamientos térmicos;Microondas;Flujo continuo,Ingeniería y Tecnología;Otras Ingenierías y Tecnologías;Alimentos y Bebidas,No Aplica
0000873411,MARIA DEL MAR VILLAMIEL GUERRA,Onion Consumption And Health,Libro pedagógico y/o de divulgación,False,Estados Unidos,2011,NOVA Science Publishers Inc.,9781621008361,0,182,No Aplica,No Aplica,No Aplica
0000873411,MARIA DEL MAR VILLAMIEL GUERRA,Onion Consumption And Health,Libro pedagógico y/o de divulgación,False,Estados Unidos,2012,NOVA Science Publishers Inc.,9781621008361,0,193,No Aplica,No Aplica,No Aplica
0000873411,"MARIA DEL MAR VILLAMIEL GUERRA, ANTONIA MONTILLA",Ultrasound Applications in Food Processing: Recent Advances,Libro resultado de investigación,False,Estados Unidos,2017,Wiley & Sons,978-1118964187,,,No Aplica,No Aplica,No Aplica
0000193453,PATRICIA EUGENIA VELEZ VARELA,"Biologia Molecular, Genomica Y Post-Genomica",Otro libro publicado,False,Colombia,2009,Editorial Universidad Del Cauca,978-958-9451-36-6,0,286,No Aplica,No Aplica,No Aplica
0000193453,PATRICIA EUGENIA VELEZ VARELA,"Biología Molecular, Genómica Y Post-Genómica",Libro resultado de investigación,False,Colombia,2010,Pedro A Moreno,958-33-5118-0,0,278,No Aplica,No Aplica,No Aplica
0000193453,"PATRICIA EUGENIA VELEZ VARELA, PEDRO A MORENO T, IVON ANDREA BOLANOS MARTINEZ, JOHN JAIME DELGADO CRUZ","Metagenómica: pioneros, principios y aplicaciones",Libro resultado de investigación,True,Colombia,2020,Editorial Universidad Del Cauca,9789587324440,,,biorremediación;biotecnología;bioprospección,"Ciencias Naturales;Otras Ciencias Naturales;Otras Ciencias Naturales, Ciencias Médicas y de la Salud;Biotecnología en Salud;Biotecnología Relacionada con la Salud, Ingeniería y Tecnología;Biotecnología Ambiental;Bioremediación, Biotecnología para el Diagnóstico (Chips ADN y Biosensores) en Manejo Ambiental",No Aplica
0000193453,PATRICIA EUGENIA VELEZ VARELA,Curso Introductivo De Bilogia Molecular,Libro resultado de investigación,False,Colombia,2003,ATGC,958-33-5617-4,100,1,ADN Recombinante;Biologia Molecular,Ciencias Naturales;Ciencias Biológicas;Genética y Herencia,No Aplica
0000193453,"PATRICIA EUGENIA VELEZ VARELA, PEDRO A MORENO T",Curso Introductivo De Bilogia Molecular,Libro resultado de investigación,False,Colombia,2003,ATGC,958-33-5617-4,1,200,Genetica;Banco de DNA;ADN Recombinante,Ciencias Naturales;Ciencias Biológicas;Genética y Herencia,Salud humana
0000193453,"PATRICIA EUGENIA VELEZ VARELA, PEDRO A MORENO T",Curso Introductivo De Bilogia Molecular,Libro resultado de investigación,False,Colombia,2003,ATGC,958-33-5617-4,1,100,Biologia Molecular,Ciencias Naturales;Ciencias Biológicas;Otras Biologías,Salud humana
