idcvlac,categoria,nombre,nombre_citaciones,nacionalidad,sexo
0000147649,No Aplica,Germán Darío Velasco Rojas,"VELASCO ROJAS, GERMÁN DARÍO",Colombiana,Masculino
0001422011,No Aplica,Germán Escobar Berón,"ESCOBAR BERÓN, GERMÁN",Colombiana,Masculino
0001480804,No Aplica,GLORIA ZAMORA GONZALES,"ZAMORA GONZALES, GLORIA",Colombiana,Femenino
0000260592,Investigador Senior ,Jaime Eduardo Muñoz Florez,"MUÑOZ FLOREZ, JAIME EDUARDO",Colombiana,Masculino
0001406339,No Aplica,Jonnathan Riascos Muñoz,"RIASCOS MUÑOZ, JONNATHAN",Colombiana,Masculino
0001522867,No Aplica,JORGE ALBERTO LÓPEZ GUZMÁN,"LÓPEZ GUZMÁN, JORGE ALBERTO",Colombiana,Masculino
0000338540,No Aplica,Juan Pablo Paz Concha,"PAZ CONCHA, JUAN PABLO",Colombiana,Masculino
0001469802,No Aplica,KILIANY ANDREA ARCIA MORENO,"ARCIA MORENO, KILIANY ANDREA",Colombiana,Femenino
0000045422,No Aplica,lina Esmeralda Córdoba Avila,"CÓRDOBA AVILA , LINA ESMERALDA",Colombiana,Femenino
0001720133,No Aplica,Lina María Pérez Sanabria,"PÉREZ SANABRIA, LINA MARÍA",Colombiana,Femenino
0000012815,No Aplica,Luis Antonio Rosas Guevara,"ROSAS GUEVARA, LUIS ANTONIO",Colombiana,Masculino
0001218514,Investigador Junior ,Lyda Patricia Mosquera Sanchez,"MOSQUERA-SANCHEZ, LYDA PATRICIA",Colombiana,Femenino
0001671269,No Aplica,Maria Claudia Martinez Martinez,"MARTINEZ MARTINEZ, MARIA CLAUDIA",Colombiana,Femenino
0000117154,No Aplica,María Isabel Álvarez Fernández,"Álvarez-Fernández, María Isabel",Colombiana,Femenino
0000716960,No Aplica,Maria PULIDO SILVA,"SILVA, M. T. P.",Colombiana,Femenino
0000112692,No Aplica,MARIA TERESA CABRERA LOPEZ,"CABRERA LOPEZ, MARIA TERESA",Mexicana,Femenino
0000507555,No Aplica,Marta Elena Montaño Fuentes,"MONTAÑO FUENTES, MARTA ELENA",Colombiana,Femenino
0001559275,No Aplica,Martha Isabel Hurtado Sarasti,"HURTADO SARASTI, MARTHA ISABEL",Colombiana,Femenino
0001471863,No Aplica,Martha Lucia Ordoñez Serna,"ORDÓÑEZ SERNA, MARTHA LUCíA",Colombiana,Femenino
0000246808,No Aplica,Martha Sofia GONZALEZ INSUASTI,"GONZALEZ INSUASTI, MARTHA SOFIA",Colombiana,Femenino
0001340558,No Aplica,Mery Victoria Velasco Prada,"VELASCO PRADA, MERY VICTORIA",Colombiana,Femenino
0000569186,No Aplica,Miguel Martinez Alfaro,"Martinez A., M. A.",Mexicana,Masculino
0000246573,No Aplica,Nancy Barrera Marín,"BARRERA MARÍN, NANCY",Colombiana,Femenino
0000471100,No Aplica,Nestor Molano Pino,"MOLANO PINO, NESTOR",Colombiana,Masculino
0000043343,No Aplica,Nicolás Lozano Tovar,"LOZANO TOVAR, NICOLÁS",Colombiana,Masculino
0001373952,No Aplica,Nurys Esperanza Silva Cantillo,"SILVA CANTILLO, NURYS ESPERANZA",Colombiana,Femenino
0001346256,No Aplica,Olga Lorena Cortés Ceballos,"CORTÉS CEBALLOS, OLGA LORENA",Colombiana,Femenino
0000124821,No Aplica,Pedro Antonio Ortiz Báez,"ORTIZ BÁEZ, PEDRO ANTONIO",Mexicana,Masculino
0000037939,No Aplica,Ramón Mariaca Méndez,"MARIACA MÉNDEZ , RAMÓN",Mexicana,Masculino
0001613963,No Aplica,RICARDO REYES CHILPA,"REYES CHILPA, RICARDO",Mexicana,Masculino
0000137346,No Aplica,Sandra Milena Vivas Trujillo,"VIVAS TRUJILLO, SANDRA MILENA",Colombiana,Femenino
0001564389,No Aplica,SILVIA JIMENA RUIZ MUELAS,"RUIZ MUELAS, SILVIA JIMENA",Colombiana,Femenino
0000613150,No Aplica,Sonia LAGOS WITTE,"WITTE, S. L.",Extranjero - otra,Femenino
0000066894,No Aplica,Veronica Solarte Tellez,"SOLARTE TELLEZ, VERONICA",Colombiana,Femenino
0001644915,No Aplica,Víctor Hugo Quinto Huetocué,"QUINTO HUETOCUÉ, VÍCTOR HUGO",Colombiana,Masculino
0001465827,No Aplica,WILLIAM ANDRES GALVIS SARRIA,"GALVIS SARRIA, WILLIAM ANDRES",Colombiana,Masculino
0000442534,No Aplica,Yohana Orjuela Muñoz,"ORJUELA MUÑOZ, YOHANA",Colombiana,Femenino
0001630727,No Aplica,Yordy Werley Polindara Moncayo,"POLINDARA MONCAYO, YORDY WERLEY",Colombiana,Masculino
0000247243,Investigador Junior ,Maria Elena Solarte Cruz,"SOLARTE CRUZ, MARIA ELENA",Colombiana,Femenino
0000285595,Investigador Junior ,German Cuervo Ochoa,"CUERVO OCHOA, GERMAN",Colombiana,Masculino
0000011223,Investigador Junior ,Tania Milena Gutiérrez Valencia,"GUTIÉRREZ VALENCIA, TANIA MILENA",Colombiana,Femenino
0001378150,Investigador Junior ,Alcy René Cerón Mosquera,"CERÓN MOSQUERA, ALCY RENÉ",Colombiana,Masculino
0001595563,No Aplica,Angie Carolay Forero Girón,"FORERO GIRÓN, ANGIE CAROLAY",Colombiana,Femenino
0001538046,No Aplica,Carmen Lucia López Solis,"LÓPEZ SOLIS, CARMEN LUCIA",Colombiana,Femenino
0000848000,No Aplica,Carmen Stella MOSQUERA VIVAS,"MOSQUERA VIVAS, CARMEN STELLA",Colombiana,Femenino
0001706623,No Aplica,Denis Gabriel Córdoba Jiménez,"CÓRDOBA JIMÉNEZ, DENIS GABRIEL",Colombiana,Masculino
0001503176,No Aplica,Hernan Gabriel Astudillo Campo,"ASTUDILLO CAMPO, HERNAN GABRIEL",Colombiana,Masculino
0001355288,No Aplica,JACKELINE MUÑOZ ZÚÑIGA,"MUÑOZ ZÚÑIGA, JACKELINE",Colombiana,No Aplica
0001927038,No Aplica,Juan Carlos Ponce Figueroa,"PONCE FIGUEROA, JUAN CARLOS",Colombiana,Masculino
0001632617,No Aplica,Juan Jose Tobar Franco,"TOBAR FRANCO, JUAN JOSE",Colombiana,Masculino
0001246925,No Aplica,Lady Jhoana Carvajal Quintero,"CARVAJAL QUINTERO, LADY JHOANA",Colombiana,Femenino
0001674001,No Aplica,Laura Isabel Vera Sarria,"VERA SARRIA, LAURA ISABEL",Colombiana,No Aplica
0001632633,No Aplica,Lici Damar Cristina Díaz Bambagüé,"DÍAZ BAMBAGÜÉ, LICI DAMAR CRISTINA",Colombiana,Femenino
0000026382,No Aplica,Maicol Leandro Pérez Urbano,"PÉREZ URBANO, MAICOL LEANDRO",Colombiana,Masculino
0000907154,No Aplica,Maricela Solarte Ordóñez,"SOLARTE ORDÓÑEZ, MARICELA",Colombiana,Femenino
0001674199,Investigador Junior ,Monica Alejandra Moreno Ruano,Monica Moreno,Colombiana,Femenino
0001343051,No Aplica,Nathalia Paredes Camacho,"PAREDES CAMACHO, NATHALIA",Colombiana,Femenino
0000096814,No Aplica,Nora Elena Valderruten Posso,"VALDERRUTEN POSSO, NORA ELENA",Colombiana,Femenino
0000011266,No Aplica,Olga Lucía Hoyos Saavedra,"HOYOS SAAVEDRA, OLGA LUCÍA",Colombiana,Femenino
0001343056,Investigador Junior ,Omar Miguel Portilla Zuñiga,"PORTILLA ZUÑIGA, OMAR MIGUEL",Colombiana,Masculino
0000328456,Investigador Junior ,Elizabeth Tabares Trujillo,"TABARES TRUJILLO, ELIZABETH",Colombiana,Femenino
0000734438,Investigador Junior ,Paola Andrea Tovar Tovar,"TOVAR, PAOLA ANDREA",Colombiana,Femenino
0001441314,No Aplica,ANA MARIA BETACOURT MARTINEZ,BETANCOURT ANA,Colombiana,Femenino
0000488437,No Aplica,Andrea PANTOJA BARCO,"PANTOJA BARCO, ANDREA",Colombiana,Femenino
0001441311,No Aplica,Angela Maria Alzate Sánchez,Alzate Angela,Colombiana,Femenino
0000061352,Investigador Asociado ,Astrid Lorena Perafán Ledezma,"PERAFÁN LEDEZMA, ASTRID LORENA",Colombiana,Femenino
0000324957,No Aplica,Beatriz Eugenia Alvarado Llano,"ALVARADO LLANO, BEATRIZ EUGENIA",Colombiana,Femenino
0000809837,No Aplica,Betty Lorena Rosero Guevara,"GUEVARA, B. L. R.",Colombiana,Femenino
0001776163,No Aplica,Bibiana Andrea Cortes Velasco,"CORTES VELASCO, BIBIANA ANDREA",Colombiana,Femenino
0001491473,No Aplica,Camilo Ernesto Trochez Segura,"Trochez-Segura, Camilo-Ernesto",Colombiana,Masculino
0000272140,No Aplica,Carolina Del Cairo Silva,"Del Cairo Silva, Carolina",Colombiana,Femenino
0001574936,No Aplica,Daniela Diaz Benavides,"Díaz Benavides, Daniela",Colombiana,Femenino
0001442588,No Aplica,Elder Javier Viafara Valvarde,Elder J Viafara,Colombiana,Masculino
0000806579,No Aplica,Guillermo Alberto Mambague Pillimue,"MAMBAGUE PILLIMUE, GUILLERMO ALBERTO",Colombiana,Masculino
0001441772,No Aplica,Janeth Patricia Villamarin Dorado,Villamarin J Patricia,Colombiana,Femenino
0001441313,No Aplica,JULIAN ANDRES ESCOBAR TOVAR,"ESCOBAR TOVAR, JULIAN ANDRES",Colombiana,Masculino
0001698496,No Aplica,Laura Maria Lopera Realpe,"Lopera, Laura",Colombiana,Femenino
0001442299,No Aplica,LEIDY Yascuarán GARCÍA,"YASCUARÁN GARCÍA, LEIDY",Colombiana,Femenino
0000239674,No Aplica,Lucía Eufemia Meneses Lucumi,"MENESES LUCUMI, LUCÍA EUFEMIA",Colombiana,Femenino
0001575304,No Aplica,Luz María Lopéz Orozco,Lopéz Orozco Luz,Colombiana,Femenino
0000247626,No Aplica,Luz Marina Bedoya Idrobo,"BEDOYA I, L. M.",Colombiana,Femenino
0000351393,No Aplica,Magda AHUMADA PARDO,"AHUMADA PARDO, MAGDA",Colombiana,Femenino
0001394601,No Aplica,nancy cristina constain ceron,"CONSTAIN CERON, NANCY CRISTINA",Colombiana,Femenino
0000061379,Investigador Junior ,William Andrés Martínez Dueñas,"MARTÍNEZ DUEÑAS, WILLIAM ANDRÉS",Colombiana,Masculino
0000011347,Investigador Senior ,Mario Francisco Delgado Noguera,"DELGADO NOGUERA, MARIO FRANCISCO",Colombiana,Masculino
0000777668,No Aplica,Rosalba Diaz Castro,"DIAZ CASTRO, ROSALBA",Colombiana,Femenino
0000043664,No Aplica,Adrian Ernesto Arroyo Castillo,"ARROYO CASTILLO, ADRIAN ERNESTO",Colombiana,Masculino
0001309463,No Aplica,Alejandra Maria RODRIGUEZ GUARIN,"RODRIGUEZ GUARIN, ALEJANDRA MARIA",Colombiana,Femenino
0001535023,No Aplica,Alexis Antonio Franco Moreno,"FRANCO MORENO , ALEXIS ANTONIO",Colombiana,Masculino
0000161497,No Aplica,Alvaro Iván Narváez Gómez,"NARVÁEZ GÓMEZ, ALVARO IVÁN",Colombiana,Femenino
0001657490,No Aplica,Ana María Velasco Restrepo,"VELASCO RESTREPO, ANA MARÍA",Colombiana,Femenino
0000016910,Investigador Junior ,ANDRY YASMID MERA MAMIAN,"Mera-Mamián, Andry Yasmid",Colombiana,Femenino
0001373444,Investigador Senior ,Angela María Merchán Galvis,"MERCHÁN GALVIS, ANGELA MARÍA",Colombiana,Femenino
0000640344,Investigador Junior ,Angela Maria Rios Medina,"RIOS MEDINA, ANGELA MARIA",Colombiana,Femenino
0001411494,No Aplica,Arieth Figueroa Vargas,"FIGUEROA VARGAS, ARIETH",Colombiana,Femenino
0001714789,No Aplica,Beatriz Elvira Paz Córdoba,Beatriz Elvira Paz Córdoba,Colombiana,Femenino
0000231290,No Aplica,Carmen Daza Cordoba,"DAZA CORDOBA, CARMEN",Colombiana,Femenino
0001454220,No Aplica,Carolina Alvarez Czeczotta,"ALVAREZ CZECZOTTA, CAROLINA",Colombiana,Femenino
0001425154,No Aplica,Carolina Muñoz Velez,"MUÑOZ VELEZ, CAROLINA",Colombiana,Femenino
0001568344,Investigador Junior ,catalina isabel quilindo giraldo,"QUILINDO GIRALDO, CATALINA ISABEL",Colombiana,Femenino
0000081240,No Aplica,Christian Ali Buesaquillo Camayo,Buesaquillo C,Colombiana,Masculino
0001454126,No Aplica,Claudia Orozco Chamorro,"OROZCO-CHAMORRO, CLAUDIA MILENA",Colombiana,Femenino
0001494358,No Aplica,Deivy Lasso NOGUERA,Lasso-NogueraD.,Colombiana,Masculino
0001563584,No Aplica,Diana Marcela Muñoz Manquillo,"MUÑOZ MANQUILLO, DIANA MARCELA",Colombiana,Femenino
0000081279,No Aplica,DIANA MARCELA SANTACRUZ SARASTI,"SANTACRUZ SARASTI, DIANA MARCELA",Colombiana,Femenino
0001467981,No Aplica,dolly catherine Vidal CASTRO,"VIDAL CASTRO, DOLLY CATHERINE",Colombiana,Femenino
0001406985,No Aplica,Edison Alexander Benavides Hernandez,"BENAVIDES HERNANDEZ, EDISON ALEXANDER",Colombiana,Masculino
0001569401,No Aplica,Francisco Alfredo Acosta Argote,"ACOSTA ARGOTE, FRANCISCO ALFREDO",Colombiana,Masculino
0000176114,Investigador Junior ,Gilda Eliana Zemanate Zuñiga,"ZEMANATE ZUÑIGA, GILDA ELIANA",Colombiana,Femenino
0000115264,No Aplica,Ginna Paola Cabra Bautista,"CABRA BAUTISTA, GINNA PAOLA",Colombiana,Femenino
0000491110,No Aplica,Iván Fernando Quintero Cifuentes,"QUINTERO CIFUENTES, IVÁN FERNANDO",Colombiana,Masculino
0001714744,No Aplica,Jennifer Tatiana Henao Pabon,"Henao Pabón, Tatiana",Colombiana,Femenino
0001535050,Investigador Junior ,JESSICA MARIA FORERO DELGADILLO,"FORERO DELGADILLO, JESSICA MARIA",Colombiana,No Aplica
0001411733,No Aplica,JESUS ALDEMAR AGUIRRE RECALDE,AGUIRRE JA.,Colombiana,Masculino
0001454213,No Aplica,JORGE ARMANDO CERON BASTIDAS,"CERON BASTIDAS, JORGE ARMANDO",Colombiana,Masculino
0000301876,Investigador Senior ,Jose Andres Calvache España,Calvache JA,Colombiana,Masculino
0000739600,No Aplica,Karol Andrea Martínez Portilla,"MARTINEZ P, K. A.",Colombiana,Femenino
0001454221,No Aplica,LAURA FRANCELLY MOLANO GOMEZ,"MOLANO GOMEZ, LAURA FRANCELLY",Colombiana,Femenino
0001403787,No Aplica,Lucía Inés Arroyo Castillo,"Arroyo, LI",Colombiana,Femenino
0000097813,No Aplica,Luisa Fernanda Leon Giron,"LEON GIRON, LUISA FERNANDA",Colombiana,Femenino
0000041566,No Aplica,MARCO FIDEL SIERRA ZÚÑIGA,"SIERRA ZÚÑIGA, MARCO FIDEL",Colombiana,Masculino
0000038450,Investigador Junior ,Maria Amparo Acosta Aragon,"ACOSTA ARAGON, MARIA AMPARO",Colombiana,Femenino
0000258180,No Aplica,Marìa Eugenia Miño Arango,"ARANGO, M. E. M.",Colombiana,Femenino
0000053507,No Aplica,Nadia Ximena Molina Urbina,"MOLINA URBINA, NADIA XIMENA",Colombiana,Femenino
0001677154,No Aplica,Oscar Camilo Pantoja Gómez,"PANTOJA-GÓMEZ, OSCAR CAMILO",Colombiana,Masculino
0001454165,No Aplica,OSCAR EDUARDO CASTRO DELGADO,"CASTRO DELGADO, OSCAR EDUARDO",Colombiana,Masculino
0001675996,No Aplica,sara Isabel Realpe cisneros,"REALPE CISNEROS, SARA ISABEL",Colombiana,No Aplica
0000681580,No Aplica,Susan Gómez Hernández,"HERNÁNDEZ, S. G.",Colombiana,Femenino
0001493838,No Aplica,Victoria Eugenia Solano VIVAS,"SOLANO VIVAS, VICTORIA EUGENIA",Colombiana,Femenino
0000061284,No Aplica,YOLANDA MUESES GUERRERO,"MUESES GUERRERO, YOLANDA",Colombiana,Femenino
0001397363,No Aplica,Manuel Santiago Ordoñez Bastidas,"ORDOÑEZ BASTIDAS, MANUEL SANTIAGO",Colombiana,Masculino
0001651759,No Aplica,Alexander Salazar Tobar,"Salazar Tobar, Alexander",Colombiana,Masculino
0001648482,No Aplica,Carlos Quijano Almeida,Carlos Quijano,Colombiana,Masculino
0001648515,No Aplica,Elkin Darío Collazos Malagón,Elkin Collazos Malagón,Colombiana,Masculino
0000383090,No Aplica,John Jairo Motta Calderon,"MOTTA CALDERON, JOHN JAIRO",Colombiana,Masculino
0001651626,No Aplica,Martin Felipe Quintero Trochez,"QUINTERO TROCHEZ, MARTIN FELIPE",Colombiana,Masculino
0000000248,No Aplica,Bernardo Ramiro Ramírez Padilla,"RAMÍREZ PADILLA, BERNARDO RAMIRO",Colombiana,Masculino
0001446716,No Aplica,Astrid Lucero Erazo Erazo,"ERAZO ERAZO, ASTRID LUCERO",Colombiana,Femenino
0000862134,No Aplica,Edith Chito Ceron,"CHITO CERON, EDITH",Colombiana,No Aplica
0001204661,No Aplica,Gethsy Yohana Bolaños Rivera,"Bolaños-Rivera, G.Y.",Colombiana,Femenino
0000470252,No Aplica,Giovanni Varona Balcazar,"VARONA BALCAZAR, GIOVANNI",Colombiana,Masculino
0000176478,Investigador Junior ,Gisela Mabel Paz Perafán,"PAZ PERAFÁN, GISELA MABEL",Colombiana,Femenino
0000816620,Investigador Asociado ,Héctor Emilio Ramírez Chaves,"RAMÍREZ CHAVES, HÉCTOR EMILIO",Colombiana,Masculino
0000063293,No Aplica,Jhoy Fleming Córdoba Calvo,"CÓRDOBA CALVO, JHOY FLEMING",Colombiana,Masculino
0000063378,No Aplica,Laura Valentina Figueroa Truaños,"FIGUEROA TRUAÑOS, LAURA VALENTINA",Colombiana,Femenino
0000473898,No Aplica,Laura Victoria Mamián López,"MAMIÁN LÓPEZ, LAURA VICTORIA",Colombiana,Femenino
0001484143,No Aplica,luis eduardo lopez vargas,"LOPEZ VARGAS, LUIS EDUARDO",Colombiana,Masculino
0000830429,No Aplica,OSCAR DARIO BERMUDEZ ZAMBRANO,"BERMUDEZ ZAMBRANO, OSCAR DARIO",Colombiana,Masculino
0000063271,No Aplica,Víctor Alfonso Mondragón Valencia,"MONDRAGÓN VALENCIA, VÍCTOR ALFONSO",Colombiana,Masculino
0001548750,Investigador Junior ,Wilber Acuña Bravo,"ACUÑA BRAVO, WILBER",Colombiana,Masculino
0000348830,Investigador Asociado ,Carlos Alberto Gaviria López,"GAVIRIA LÓPEZ, CARLOS ALBERTO",Colombiana,Masculino
0000406570,Investigador Junior ,Alvaro René Restrepo Garcés,"RESTREPO GARCÉS, ALVARO RENÉ",Colombiana,Masculino
0001672586,No Aplica,Ana Isabel Yañez Muñoz,"YAÑEZ MUÑOZ, ANA ISABEL",Colombiana,Femenino
0001341775,No Aplica,Ancízar Santacruz Ahumada,"SANTACRUZ AHUMADA, ANCÍZAR",Colombiana,Masculino
0001932980,No Aplica,Andrea Enríquez Zúñiga,Andrea Enríquez Zúñiga,Colombiana,Femenino
0000122012,No Aplica,Andrés Fernando Ordoñez Hurtado,"ORDOÑEZ HURTADO, ANDRÉS FERNANDO",Colombiana,Masculino
0000376256,Investigador Senior ,Carlos Felipe Rengifo Rodas,"RENGIFO RODAS, CARLOS FELIPE",Colombiana,Masculino
0001413698,Investigador Junior ,Cristian Méndez Rodríguez,"MÉNDEZ RODRÍGUEZ, CRISTIAN",Colombiana,Masculino
0001004654,Investigador Junior ,Daniel Rodrigo Ortega Alegria,"ORTEGA ALEGRIA, DANIEL RODRIGO",Colombiana,Masculino
0001008501,No Aplica,Didier VERA HERNANDEZ,"VERA HERNANDEZ, DIDIER",Colombiana,Masculino
0000411930,Investigador Junior ,Diego Alberto Bravo Montenegro,"BRAVO MONTENEGRO, DIEGO ALBERTO",Colombiana,Masculino
0000389960,No Aplica,Diego Alfonso Aguilar Cardona,"AGUILAR CARDONA, DIEGO ALFONSO",Colombiana,Masculino
0001627743,Investigador Junior ,Diego Enrique Guzmán Villamarin,"GUZMÁN VILLAMARIN, DIEGO ENRIQUE",Colombiana,Masculino
0000406279,No Aplica,Doyra Mariela Muñoz Añasco,"MUÑOZ AÑASCO, DOYRA MARIELA",Colombiana,Femenino
0001422170,No Aplica,Edwar Dario Añasco Parra,"AÑASCO PARRA, EDWAR DARIO",Colombiana,Masculino
0000308765,Investigador Junior ,Elena Muñoz España,"MUÑOZ ESPAÑA, ELENA",Colombiana,Femenino
0000722391,No Aplica,Eliana Margarita Aguilar Larrarte,"AGUILAR LARRARTE, ELIANA MARGARITA",Colombiana,Femenino
0001437185,No Aplica,Ermilso Diaz Benachi,"DIAZ BENACHI, ERMILSO",Colombiana,Masculino
0001416632,No Aplica,Fabio Hernán Realpe Martínez,"REALPE MARTÍNEZ, FABIO HERNÁN",Colombiana,Masculino
0001366799,No Aplica,Francisco Franco Obando Diaz,"OBANDO DIAZ, FRANCISCO FRANCO",Colombiana,Masculino
0000349950,No Aplica,Gabriel Alberto VASQUEZ MUÑOZ,"VASQUEZ, GABRIEL",Colombiana,Masculino
0001240285,Investigador Junior ,Guillermo Alberto Camacho Muñoz,"CAMACHO MUÑOZ, GUILLERMO ALBERTO",Colombiana,Masculino
0000715590,No Aplica,Jaime Oscar Díaz Chávez,"DÍAZ CHÁVEZ, JAIME OSCAR",Colombiana,Masculino
0001750404,No Aplica,Jairo José Marin Arciniegas,"MARIN ARCINIEGAS, JAIRO JOSÉ",Colombiana,No Aplica
0000102065,No Aplica,Jeison Javier Tacué González,"TACUÉ GONZÁLEZ, JEISON JAVIER",Colombiana,Masculino
0001710693,No Aplica,John Euler Chamorro Fuertes,"CHAMORRO FUERTES, JOHN EULER",Colombiana,Masculino
0000129793,No Aplica,Juan Fernando Cely Ortega,"CELY ORTEGA, JUAN FERNANDO",Colombiana,Masculino
0000376175,Investigador Asociado ,Juan Fernando Florez Marulanda,"FLOREZ MARULANDA, JUAN FERNANDO",Colombiana,Masculino
0001179810,No Aplica,Juan Manuel Idrobo Maca,"IDROBO MACA, JUAN MANUEL",Colombiana,Masculino
0000406031,No Aplica,Juan Martin Velasco Mosquera,"VELASCO MOSQUERA, JUAN MARTIN",Colombiana,Masculino
0001272551,No Aplica,Juan Sebastián Cabrera Hidalgo,"CABRERA HIDALGO, JUAN SEBASTIÁN",Colombiana,Masculino
0000401676,No Aplica,Judy Cristina Realpe Chamorro,"REALPE CHAMORRO, JUDY CRISTINA",Colombiana,Femenino
0000084546,No Aplica,LAURA DANIELA ORDIEREZ ZUÑIGA,"ORDIEREZ ZUÑIGA, LAURA DANIELA",Colombiana,Femenino
0001679305,No Aplica,LUISA MARÍA TUMBAJOY CARDONA,"TUMBAJOY CARDONA, LUISA MARÍA",Colombiana,Femenino
0000035637,Investigador Senior ,Martha Lucía Orozco Gutierrez,"OROZCO GUTIERREZ, MARTHA LUCÍA",Colombiana,Femenino
0000722960,Investigador Asociado ,Maximiliano Bueno López,"BUENO LÓPEZ, MAXIMILIANO",Colombiana,Masculino
0001543923,No Aplica,Nestor Andres Gonzalez Vargas,"GONZALEZ VARGAS, NESTOR ANDRES",Colombiana,Masculino
0000390003,No Aplica,Oscar Amaury Rojas Alvarado,"ROJAS ALVARADO, OSCAR AMAURY",Colombiana,Masculino
0000348155,Investigador Senior ,Oscar Andrés Vivas Albán,"VIVAS ALBÁN, OSCAR ANDRÉS",Colombiana,Masculino
0001396650,No Aplica,Oscar Camilo Castro Urresta,"CASTRO URRESTA, OSCAR CAMILO",Colombiana,Masculino
0000718890,Investigador Junior ,Pablo Eduardo Caicedo Rodríguez,"CAICEDO RODRÍGUEZ, PABLO EDUARDO",Colombiana,Masculino
0000868183,Investigador Asociado ,Sergio Alexander Salinas,"SALINAS , SERGIO ALEXANDER",Colombiana,Masculino
0000350567,Investigador Junior ,Victor Hugo Mosquera Leyton,"MOSQUERA LEYTON, VICTOR HUGO",Colombiana,Masculino
0000390020,No Aplica,Vladimir Trujillo Arias,"TRUJILLO ARIAS, VLADIMIR",Colombiana,Masculino
0000012386,Investigador Senior ,Carlos Alberto Cobos Lozada,"COBOS LOZADA, CARLOS ALBERTO",Colombiana,Masculino
0000014001,Investigador Asociado ,Miguel Angel Niño Zambrano,"NIÑO ZAMBRANO, MIGUEL ANGEL",Colombiana,Masculino
0001062212,No Aplica,Adrian Fernando Martinez Molina,"MARTINEZ MOLINA, ADRIAN FERNANDO",Colombiana,Masculino
0001062301,No Aplica,Alba Viviana Camayo Otero,"OTERO, A. V. C.",Colombiana,Femenino
0000017997,No Aplica,Alex Andrés García Potosí,"García, P.",Colombiana,Masculino
0001494395,No Aplica,Ana Maria Muñoz Velasco,"MUÑOZ VELASCO, ANA MARIA",Colombiana,Femenino
0002039388,No Aplica,Andres Rodrigo Lopez Realpe,Andres R Lopez,Colombiana,Masculino
0002038406,No Aplica,ANYI ARACELY RAMIREZ OBANDO,"Ramirez, Anyi",Colombiana,Femenino
0001934057,No Aplica,Brayan Andres Viveros Melo,Viveros-Melo,Colombiana,Masculino
0001746581,No Aplica,Camilo Andrés Pîñeros Rodríguez,"PÎÑEROS RODRÍGUEZ, CAMILO ANDRÉS",Colombiana,Masculino
0001844309,No Aplica,Carlos Eduardo Orozco Garcés,Carlos Orozco,Colombiana,Masculino
0001935534,No Aplica,Carlos Robinson Campo Zambrano,"CAMPO ZAMBRANO, CARLOS ROBINSON",Colombiana,Masculino
0000264644,Investigador Senior ,Carolina González Serrano,"GONZÁLEZ SERRANO, CAROLINA",Colombiana,Femenino
0000232122,Investigador Senior ,César Alberto Collazos Ordóñez,"COLLAZOS ORDÓÑEZ, CÉSAR ALBERTO",Colombiana,Masculino
0000892980,Investigador Senior ,César Jesús Pardo Calvache,"PARDO CALVACHE, CÉSAR JESÚS",Colombiana,Masculino
0001625557,No Aplica,César Marino Cuéllar Chacón,"CUÉLLAR CHACÓN, CÉSAR MARINO",Colombiana,Masculino
0001434876,No Aplica,Claudia Andrea Montealegre Porras,Claudia Montealegre,Colombiana,Femenino
0001917973,No Aplica,DAISY YISEL MENESES LOPEZ,DAISY MENESES,Colombiana,Femenino
0001816427,No Aplica,Daniel Alejandro Urrea Pito,Daniel Urrea-Pito,Colombiana,Masculino
0001675115,No Aplica,Diana Maribel Pezo Arteaga,Diana Pezo,Colombiana,Femenino
0001249398,Investigador Senior ,Diego Hernán Peluffo Ordóñez,"PELUFFO ORDÓÑEZ, DIEGO HERNÁN",Colombiana,Masculino
0001374418,No Aplica,EDGAR FABIAN RUANO DAZA,"RUANO DAZA, EDGAR FABIAN",Colombiana,Masculino
