idcvlac,autores,nombre,lugar,verificado,fecha,editorial,isbn,volumen,paginas,palabras,areas,sectores,capitulo,libro
0001353314,GABRIEL ELIAS CHANCHI GOLONDRINO,Estudio comparativo de métodos de evaluación de usabilidad para sitios web,Desarrollo e Innovación en Ingeniería,False,2018,Instituto Antioqueño de Investigación,Instituto Antioqueño de Investigación,,129 - 136 N/A,Evaluación,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería de Sistemas y Comunicaciones",Educación,Estudio comparativo de métodos de evaluación de usabilidad para sitios web,DESARROLLO E INNOVACIÓN EN INGENIERÍA
0001365599,"GUSTAVO ANDRES URIBE GOMEZ, STEFAN SCHULZ, DIEGO MAURICIO LOPEZ GUTIERREZ, BERND BLOBEL",Ontology-Based and Architecture-Based Method for the Development of Interoperable Care Systems for Type 2 Diabetes Mellitus,Digital Personalized Health and Medicine,False,2020,IOS Press,IOS Press,,352 - 356,No Aplica,No Aplica,No Aplica,Ontology-Based and Architecture-Based Method for the Development of Interoperable Care Systems for Type 2 Diabetes Mellitus,Digital Personalized Health and Medicine
0001365599,"BERND BLOBEL, GUSTAVO ANDRES URIBE GOMEZ",Autonomous Systems and Artificial Intelligence in Healthcare Transformation to 5P Medicine ¿ Ethical Challenge,Digital Personalized Health and Medicine,False,2020,IOS Press,IOS Press,,1089 - 1094,No Aplica,No Aplica,No Aplica,Autonomous Systems and Artificial Intelligence in Healthcare Transformation to 5P Medicine ¿ Ethical Challenge,Digital Personalized Health and Medicine
0000523496,"GUSTAVO EDUARDO CONSTAIN MORENO, CONCEPCION BARREDA RAMIREZ, PAULA ANDREA MORA PEDREROS","Determination of the Appropriation Level in the Collaborative Work, a Challenge in Distance Education Focused on E-learning",Communications in Computer and Information Science,True,2018,"Springer Publishing Company, Inc.","Springer Publishing Company, Inc.",,21 - 32,No Aplica,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería de Sistemas y Comunicaciones",No Aplica,"Determination of the Appropriation Level in the Collaborative Work, a Challenge in Distance Education Focused on E-learning",Communications in Computer and Information Science
0000523496,GUSTAVO EDUARDO CONSTAIN MORENO,Repositorio de objetos de aprendizaje en escenarios digitales colaborativos: Una mirada general,Diseño De Ambientes Digitales Para El Aprendizaje Autonomo : Incorporación De Agentes Inteligentes Y Escenarios De Trabajo Colaborativo,False,2008,Universidad Nacional Abierta y a Distancia,Universidad Nacional Abierta y a Distancia,,49 - 65 1,No Aplica,No Aplica,No Aplica,Repositorio de objetos de aprendizaje en escenarios digitales colaborativos: Una mirada general,Diseño De Ambientes Digitales Para El Aprendizaje Autonomo : Incorporación De Agentes Inteligentes Y Escenarios De Trabajo Colaborativo
0001253220,INGRID PAOLA SOLANO BENITEZ,HERRAMIENTAS COMPUTACIONALES AL SERVICIO DE LA PRODUCCIÓN APÍCOLA PARA EL DEPARTAMENTO DEL CAUCA.,La Investigación Y La Competitividad Mipyme,False,2011,Subdirección de Educación de CAFAM,Subdirección de Educación de CAFAM,,1 - 6,No Aplica,No Aplica,No Aplica,HERRAMIENTAS COMPUTACIONALES AL SERVICIO DE LA PRODUCCIÓN APÍCOLA PARA EL DEPARTAMENTO DEL CAUCA.,La Investigación Y La Competitividad Mipyme
0001253220,INGRID PAOLA SOLANO BENITEZ,MODELO DIMENSIONAL DE BODEGAS DE DATOS ADAPTABLE A EMPRESAS MIPYMES DE VENTAS AL DETAL,La Investigación Y La Competitividad Mipyme,False,2011,Subdirección de Educación de CAFAM,Subdirección de Educación de CAFAM,,1 - 7,No Aplica,No Aplica,No Aplica,MODELO DIMENSIONAL DE BODEGAS DE DATOS ADAPTABLE A EMPRESAS MIPYMES DE VENTAS AL DETAL,La Investigación Y La Competitividad Mipyme
0001253220,"INGRID PAOLA SOLANO BENITEZ, SILVIA MARGARITA BALDIRIS NAVARRO, YULIANA VANESA PUERTA CRUZ","Experiencia De Creación De Un Recurso Educativo Abierto, Inclusivo y Accesible En El Área De Introducción A Los Sistemas.",Tecnologías de la información y comunicación al servicio de la educación,True,2018,Editorial Universidad Manuela Beltrán,Editorial Universidad Manuela Beltrán,,69 - 75,No Aplica,No Aplica,No Aplica,"Experiencia De Creación De Un Recurso Educativo Abierto, Inclusivo y Accesible En El Área De Introducción A Los Sistemas.",Tecnologías de la información y comunicación al servicio de la educación
0000374920,"JAIR MENDOZA CEBALLOS, CESAR ALBERTO COLLAZOS ORDONEZ",Recursos Digitales Colaborativos y su Uso en el Aprendizaje Ubicuo,Sistemas Colaborativos Digitales: Ambientes Naturales De Aprendizaje,False,2015,Etelvina Archundia Sierra Benemérita Universidad Autónoma de Puebla,Etelvina Archundia Sierra Benemérita Universidad Autónoma de Puebla,,25 - 38 11,No Aplica,"Ciencias Sociales;Otras Ciencias Sociales;Ciencias Sociales, Interdisciplinaria",No Aplica,Recursos Digitales Colaborativos y su Uso en el Aprendizaje Ubicuo,Sistemas Colaborativos Digitales: Ambientes Naturales De Aprendizaje
0000374920,"JAIR MENDOZA CEBALLOS, CESAR ALBERTO COLLAZOS ORDONEZ",Entornos Colaborativos y Ubicuos para el Aprendizaje Significativo,Libro De Actas De Las I Jornadas Iberoamericanas De Innovación Educativa En El Ámbito De Las Tic,False,2014,Impreso por La Universidad de Las Palmas de Gran Canaria,Impreso por La Universidad de Las Palmas de Gran Canaria,,189 - 201 1,Aprendizaje Colaborativo;CSCL;Pedagogia,"Ciencias Sociales;Ciencias de la Educación;Educación General (Incluye Capacitación, Pedagogía), Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería de Sistemas y Comunicaciones",Educación,Entornos Colaborativos y Ubicuos para el Aprendizaje Significativo,Libro De Actas De Las I Jornadas Iberoamericanas De Innovación Educativa En El Ámbito De Las Tic
0000374920,"JAIR MENDOZA CEBALLOS, CESAR ALBERTO COLLAZOS ORDONEZ",Las Redes Sociales y Aprendizaje Ubicuo,InnoEducaTIC 2016 - III Jornadas Iberoamericanas de Innovación Educativa en el ámbito de las TIC. Las Palmas de Gran Canaria. Nov. 17 y 18 de 2016.,False,2016,Impreso por La Universidad de Las Palmas de Gran Canaria,Impreso por La Universidad de Las Palmas de Gran Canaria,,87 - 93,Aprendizaje Ubicuo;Redes Sociales,"Ciencias Sociales;Ciencias de la Educación;Educación General (Incluye Capacitación, Pedagogía), Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería de Sistemas y Comunicaciones",Educación,Las Redes Sociales y Aprendizaje Ubicuo,InnoEducaTIC 2016 - III Jornadas Iberoamericanas de Innovación Educativa en el ámbito de las TIC. Las Palmas de Gran Canaria. Nov. 17 y 18 de 2016.
0001365784,JOSE FERNANDO CONCHA GONZALEZ,Aporte Significativo de la plataforma u-CSCL al Aprendizaje: Una Experiencia en la Corporación Universitaria Comfacauca,ENTORNOS UBICUOS Y COLABORATIVOS (U-CSCL) PARA AMBIENTES DE ENSEÑANZA-APRENDIZAJE DE COMPETENCIAS PROFESIONALES,False,2016,Editorial Bonaventuriana,Editorial Bonaventuriana,,161 - 174,No Aplica,No Aplica,No Aplica,Aporte Significativo De La Plataforma u-CSCL al Aprendizaje. Una Experiencia En La Corporación Universitaria Comfacauca,ENTORNOS UBICUOS Y COLABORATIVOS (U-CSCL) PARA AMBIENTES DE ENSEÑANZA-APRENDIZAJE DE COMPETENCIAS PROFESIONALES
0001492988,"KATERINE MARCELES VILLALBA, ANDRES GUTIERREZ, DANIEL POSADA, SEBASTIAN MONDRAGON","Crown The Virus, juego serio basado en metodología ágil para aprender de la crisis COVID-19",TECNOLOGÍAS APLICADAS A LA COMUNIDAD,False,2022,Editorial académica española,Editorial académica española,,6 - 23 1,Apps;Aprendizaje;Alfabetizacion;Colaborativo;Ecologias;Gestión de proyectos informáticos;Inclusión,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería de Sistemas y Comunicaciones",Educación,"Crown The Virus, juego serio basado en metodología ágil para aprender de la crisis COVID-19",TECNOLOGÍAS APLICADAS A LA COMUNIDAD
0001492988,"KATERINE MARCELES VILLALBA, GERMAN PUYO, HANNY PAZ",SAT EL OJITO,TECNOLOGÍAS APLICADAS A LA COMUNIDAD,False,2022,Editorial académica española,Editorial académica española,,24 - 32 1,Aprendizaje;Apps;Alfabetizacion;Inclusión;Colaborativo;Ecologias;Gestión de proyectos informáticos,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería de Sistemas y Comunicaciones",Educación,SAT EL OJITO,TECNOLOGÍAS APLICADAS A LA COMUNIDAD
0001492988,"KATERINE MARCELES VILLALBA, CLARA LUCIA BURBANO GONZALEZ",Inclusión de aplicativos móviles e procesos de aprendizaje en el área de seguridad informática,"I Simposio Internacional de Tópicos en Psicología, Subjetividades y contemporaneidad: Pedagogía y construcción de ámbitos de educación",False,2017,REDIPE,REDIPE,,,Apps;Seguridad informática,Ingeniería y Tecnología;Otras Ingenierías y Tecnologías;Otras Ingenierías y Tecnologías,Educación,Inclusión de aplicativos móviles e procesos de aprendizaje en el área de seguridad informática,"I Simposio Internacional de Tópicos en Psicología, Subjetividades y contemporaneidad: Pedagogía y construcción de ámbitos de educación"
0001492988,"KATERINE MARCELES VILLALBA, CLARA LUCIA BURBANO GONZALEZ, DIANA CAROLINA BURBANO GONZALEZ, LORETO LOPEZ PINO",Alfabetización Digital ¿AD¿,Educación Científica e Inclusión Sociodigital,True,2017,UNESCO,UNESCO,,928 - 945,Aprendizaje;Colaborativo;Alfabetizacion,Ingeniería y Tecnología;Otras Ingenierías y Tecnologías;Otras Ingenierías y Tecnologías,Educación,Alfabetización Digital ¿AD¿,Educación Científica e Inclusión Sociodigital
0001492988,"JUAN JOSE CAIZA NARVAEZ, KATERINE MARCELES VILLALBA",Disminuyendo la brecha comunicacional con Beeth - Ear,Serious Applications of Technology in Games and Health,True,2019,Pontificia Universidad Javeriana,Pontificia Universidad Javeriana,,127 - 137 N/A,Salud ;Tamizaje auditivo,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería de Sistemas y Comunicaciones",Educación,Disminuyendo la brecha comunicacional con Beeth - Ear,Serious Applications of Technology in Games and Health
0001492988,"KATERINE MARCELES VILLALBA, ASTRID ADRIANA ANACONA JIMENEZ, GABRIEL ELIAS CHANCHI GOLONDRINO","Hero Test: Instrumento portable e interactivo de tamizaje auditivo, basado en metodología SUM",Serious Applications of Technology in Games and Health,True,2019,Pontificia Universidad Javeriana,Pontificia Universidad Javeriana,,137 - 147 N/A,Inclusión;Investigación;Tamizaje auditivo;Video Juego,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería de Sistemas y Comunicaciones",Educación,"Hero Test: Instrumento portable e interactivo de tamizaje auditivo, basado en metodología SUM",Serious Applications of Technology in Games and Health
0001492988,"GABRIEL ELIAS CHANCHI GOLONDRINO, KATERINE MARCELES VILLALBA, SEBASTIAN PIMENTEL GONZALEZ, OSCAR DAVID IMBACHI SAMBONI",Serious game for learning sign language in Colombia,Serious Applications of Technology in Games and Health,True,2019,Pontificia Universidad Javeriana,Pontificia Universidad Javeriana,,51 - 61 N/A,Inclusión;Salud ;usabilidad;Video Juego,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería de Sistemas y Comunicaciones",Educación,Serious game for learning sign language in Colombia,Serious Applications of Technology in Games and Health
0001492988,"KATERINE MARCELES VILLALBA, CLARA LUCIA BURBANO GONZALEZ, DIANA CAROLINA BURBANO GONZALEZ",", TECNOLOGIAS DEL APRENDIZAJE Y CONOCIMIENTO (TAC), POR MEDIO DE LA MODALIDAD B-LEARNING, PARA EL DESARROLLO DE UN OVA; COMO APORTE A LA SOCIEDAD DEL CONOCIMIENTO",Las Instituciones Educativas: Eslabones Vitales.,True,2015,Redipe,REDIPE,,337 - 353,Ova,Ingeniería y Tecnología;Otras Ingenierías y Tecnologías;Otras Ingenierías y Tecnologías,Desarrollo de programas (software) y prestación de servicios en informática,", TECNOLOGIAS DEL APRENDIZAJE Y CONOCIMIENTO (TAC), POR MEDIO DE LA MODALIDAD B-LEARNING, PARA EL DESARROLLO DE UN OVA; COMO APORTE A LA SOCIEDAD DEL CONOCIMIENTO",Las Instituciones Educativas: Eslabones Vitales
0001492988,"KATERINE MARCELES VILLALBA, MARIA LILIA IDROBO, MARGUI FERNANDA SAENZ TOBAR, MARIA ISABEL VIDAL CAICEDO, CLARA LUCIA BURBANO GONZALEZ, GABRIEL ELIAS CHANCHI GOLONDRINO",Implementación de una estrategia didáctica para el manejo de residuos en el proceso de formación de básica primaria,Ingeniería Colaborativa aplicaciones y uso desde la perspectiva de la interacción Humano Computador,False,2019,Editorial Bonaventuriana,Editorial Bonaventuriana,,498 - 506,Colaborativo;Ecologias;Video Juego;usabilidad;Reciclaje,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería de Sistemas y Comunicaciones",Educación,Implementación de una estrategia didáctica para el manejo de residuos en el proceso de formación de básica primaria,Ingeniería Colaborativa aplicaciones y uso desde la perspectiva de la interacción Humano Computador
0001492988,"KATERINE MARCELES VILLALBA, AMANDA GRAJALES, SILER AMADOR DONADO, MAURICIO ROSERO PIAMBA, MAICOL TUNUBALA",Estudio de vulnerabilidades en las pequeñas y medianas empresas utilizando el IDS SNORT.,Innovación y tecnología informática en las organizaciones,False,2018,Universidad de Cuenca Ecuador,Universidad de Cuenca Ecuador,,97 - 102,seguridad en las redes inalámbricas;Seguridad informática,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería de Sistemas y Comunicaciones",Desarrollo de programas (software) y prestación de servicios en informática,Estudio de vulnerabilidades en las pequeñas y medianas empresas utilizando el IDS SNORT.,Innovación y tecnología informática en las organizaciones
0001492988,"KATERINE MARCELES VILLALBA, GABRIEL ELIAS CHANCHI GOLONDRINO, MANUEL ESTEBAN JARAMILLO REINEL, ANDRES FELIPE MERA TROCHEZ",Herramienta TIC enfocada al manejo adecuado del sembrado del Café: Coffe Fun,Memorias del seminario de innovaciones educativas y MOOC - SINNEM18,False,2018,researchandinnovationbook,researchandinnovationbook,,138 - 139,Aprendizaje;Café;Colaborativo;Juegos serios;Videojuego,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería de Sistemas y Comunicaciones",Desarrollo de programas (software) y prestación de servicios en informática,Herramienta TIC enfocada al manejo adecuado del sembrado del Café: Coffe Fun,Memorias del seminario de innovaciones educativas y MOOC - SINNEM18
0001492988,"KATERINE MARCELES VILLALBA, MARIA ISABEL VIDAL CAICEDO, GABRIEL ELIAS CHANCHI GOLONDRINO, MARIA LILIA IDROBO, MARGUI FERNANDA SAENZ TOBAR, CLARA LUCIA BURBANO GONZALEZ",Recycling: A Serious Game Focused on the Classification of Waste,"Telematics and Computing 7th International Congress, WITCOM 2018 Mazatlán, Mexico, November 5¿9, 2018 Proceedings",False,2018,"Springer Publishing Company, Inc.","Springer Publishing Company, Inc.",,234 - 245,Aprendizaje;Ecologias;Juegos serios;Videojuego,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería de Sistemas y Comunicaciones",Desarrollo de programas (software) y prestación de servicios en informática,Recycling: A Serious Game Focused on the Classification of Waste,"Telematics and Computing 7th International Congress, WITCOM 2018 Mazatlán, Mexico, November 5¿9, 2018 Proceedings"
0001492988,"KATERINE MARCELES VILLALBA, SILER AMADOR DONADO, ANDERSON JIMENEZ, NELSON DARIO PANTOJA BETANCOURT",Cryptanalysis of the RSA Algorithm Under a System Distributed Using SBC Devices,"Telematics and Computing 7th International Congress, WITCOM 2018 Mazatlán, Mexico, November 5¿9, 2018 Proceedings",False,2018,"Springer Publishing Company, Inc.","Springer Publishing Company, Inc.",,14 - 23,Rsa;redes;Seguridad informática;Criptografía;Controles,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería de Sistemas y Comunicaciones",Desarrollo de programas (software) y prestación de servicios en informática,Cryptanalysis of the RSA Algorithm Under a System Distributed Using SBC Devices,"Telematics and Computing 7th International Congress, WITCOM 2018 Mazatlán, Mexico, November 5¿9, 2018 Proceedings"
0001492988,"KATERINE MARCELES VILLALBA, MARIA ISABEL VIDAL CAICEDO, CLAUDIA SOFIA IDROBO CRUZ, CLARA LUCIA BURBANO GONZALEZ",Characterization of the Serious Games Applied to the Historical Heritage,"Telematics and Computing 7th International Congress, WITCOM 2018 Mazatlán, Mexico, November 5¿9, 2018 Proceedings",False,2018,"Springer Publishing Company, Inc.","Springer Publishing Company, Inc.",,135 - 144,Aprendizaje;Juegos serios;Videojuego,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería de Sistemas y Comunicaciones",Desarrollo de programas (software) y prestación de servicios en informática,Characterization of the Serious Games Applied to the Historical Heritage,"Telematics and Computing 7th International Congress, WITCOM 2018 Mazatlán, Mexico, November 5¿9, 2018 Proceedings"
