idgruplac,verificado,tipo,capitulo,lugar,fecha,libro,isbn,volumen,paginas,editorial,autores
00000000003625,True,Capítulo de libro,"Sector Empresarial del Cauca y Nariño, Una Visión para la Competitividad de la Región",Colombia,2012,Cauca Y Nariño Frente Al Desafío De Las Regiones Del Conocimiento. Estrategia De Innovación En El Marco Del Relacionamiento Universidad Empresa Estado,978-958-732-110-4,,108 - 126,Editorial Universidad Del Cauca,"WILFRED FABIAN RIVERA MARTINEZ, CESAR AUGUSTO GOMEZ VILLAMARIN, CARLOS MANUEL MONTENEGRO BENAVIDES"
00000000016909,True,Capítulo de libro,Violencia política y participación electoral: incidencia de los actores armados ilegales en las elecciones locales en Colombia,Colombia,2015,Mapas Y Factores De Riesgo Electoral: Elecciones De Autoridades Locales En Colombia 2015,9789585873063,,325 - 335,Fundacion Konrad Adenauer Stiftung Y Otras,"EDUARDO ANDRES CHILITO PIAMBA, LUIS FERNANDO CALVACHE CEBALLOS"
00000000001162,True,Capítulo de libro,"Chaterine Walsh: Caminar, conversar, escribir. Compartir conocimientos y pensamientos para la vida digna",Colombia,2020,"GRITOS, GRIETAS Y SIEMBRAS DE NUESTROS TERRITORIOS DEL SUR. Catherine Walsh y el pensamiento crítico-decolonial en América Latina",978-9942-09-718-7,,181 - 196,Ediciones Abya Yala Ecuador Alianza Colombo Francesa Universidad De Caldas Departamento De Antropo,"OLVER BOLIVAR QUIJANO VALENCIA, SANTIAGO ARBOLEDA QUINONEZ, MICHAEL HANDELSMAN"
00000000016909,True,Capítulo de libro,Reconfiguración del mapa político del Departamento del Cauca en el marco del posconflicto,Colombia,2018,"Polarización y posconflicto: las elecciones nacionales y locales en Colombia, 2014-2017",978-958-774-678-5,,291 - 323,Alfaomega Ediciones Uniandes,"EDUARDO ANDRES CHILITO PIAMBA, LUIS FERNANDO CALVACHE CEBALLOS"
00000000016909,True,Capítulo de libro,Polarización política en tiempos del Posacuerdo: factores de riesgo en las elecciones locales de 2019 en el departamento del Cauca,Colombia,2019,Mapas y Factores de Riesgo Electoral: Elecciones de autoridades locales en Colombia 2019,9789585225220,,511 - 525,Misión de Observación Electoral MOE,LUIS FERNANDO CALVACHE CEBALLOS
00000000016909,True,Capítulo de libro,"¿Decentralisation, security consolidation and territorial peacebuilding: is Colombia about to closet the loop?",Colombia,2019,Post-conflict Reconstruction and Local Government,9780367273293,,91 - 110,Routledge (New York),OSCAR EDUARDO VALENCIA MESA
00000000016909,True,Capítulo de libro,Uso de la gamificación para el desarrollo de habilidades de inteligencia emocional: una aproximación teórica y experiencial,Colombia,2019,Teoria de juegos e interacción humano computador,978-958-5415-45-4,,105 - 123,Editorial Bonaventuriana,"MANUEL JOSE SANTIAGO PAJAJOYO, GUSTAVO EDUARDO CONSTAIN MORENO, PAULA ANDREA MORA PEDREROS"
00000000011727,True,Capítulo de libro,DESPLAZAMIENTO INTERNO FORZADO EN MÉXICO COMO CAUSA DE LA NARCOVIOLENCIA Y LA AUSENCIA ESTATAL,Colombia,2020,"Migración, desplazamiento forzado y violencia desde el contexto político global en México y Colombia contemporáneos",978-958-8928-84-5,,17 - 47,Editorial Bonaventuriana,KELLY GIOVANNA MUNOZ BALCAZAR
00000000011727,True,Capítulo de libro,Periódico virtual el Claustro como estrategia de formación y creación periodística del Programa de Comunicación Social de la Fundación Universitaria de Popayán,Panamá,2019,I Congreso de Creatividad e Innovación en Educación,9789962559948,,1 - 8,Universidad Internacional de Ciencia y Tecnología (UNICyT),LAURA PATRICIA LEGARDA BURBANO
00000000011727,True,Capítulo de libro,REVITALIZACIÓN DE LA LENGUA NASA YUWE A TRAVÉS DE LA INNOVACIÓN SOCIAL EDUCATIVA,Panamá,2019,I Congreso de Creatividad e Innovación en Educación,9789962559948,,2 - 8,Universidad Nacional de Ciencia y Tecnología,KELLY GIOVANNA MUNOZ BALCAZAR
00000000011727,True,Capítulo de libro,Migración interna: dinámicas conflictivas y contradictorias entre originarios y avecindados en Xochimilco,México,2012,"Roles redefinidos, espacios rurales y gestión para el desarrollo",978-607-9293-00-0,,199 - 220,Universidad Autónoma Metropolitana,"KELLY GIOVANNA MUNOZ BALCAZAR, GISELA LANDAZURI BENITEZ"
00000000001162,True,Capítulo de libro,"(Neo)liberalismo, producción y criminalización de la pobreza",Chile,2016,Criminalización de la pobreza. La construcción politica del sujeto peligroso,9789568709761,,36 - 44,Editorial Universidad de Los Lagos,OLVER BOLIVAR QUIJANO VALENCIA
00000000011727,True,Capítulo de libro,"Transformaciones del territorio y el patrimonio biocultural, a partir del proceso de industrialización. Recuperación de la finca tradicional en el municipio de Corinto, vereda La Paila",Argentina,2013,"Patrimonio Biocultural, Territorio Y Sociedades Afroindoamericanas En Movimiento",978-987-1891-41-2,,101 - 124,CLACSO,KELLY GIOVANNA MUNOZ BALCAZAR
00000000003625,True,Capítulo de libro,"Interacción Universidad-Industria: una experiencia de la Universidad de Halmstad, Suecia",Colombia,2014,Universidad-Empresa-Estado:Hacia La Cultura De La Investigación Y La Innovación-Segunda Rueda De Negocios De Innovación En Cauca Y Nariño,978-958-760-016-2,,45 - 67,Editorial Universidad Cooperativa De Colombia Educc,LUZ STELLA PEMBERTHY GALLO
00000000001162,True,Capítulo de libro,"Cultura, identidad(es) y educación en ambientes interculturales contemporáneos. Pistas para una agenda de investigación",México,2016,Sociedades rurales: Debates contemporáneos y nuevos retos,9786079061364,,143 - 166,Universidad Autónoma Benito Juarez de Oaxaca,OLVER BOLIVAR QUIJANO VALENCIA
00000000003625,True,Capítulo de libro,Dinámica Universidad-Empresa-Estado: un esfuerzo de colaboración para encaminar la innovación abierta en el Cauca,Colombia,2013,Universidad-Empresa-Estado:Hacia La Cultura De La Investigación Y La Innovación-Segunda Rueda De Negocios De Innovación En Cauca Y Nariño,978-958-760-016-2,,3 - 22,Editorial Universidad Cooperativa De Colombia Educc,LUZ STELLA PEMBERTHY GALLO
00000000011727,True,Capítulo de libro,Reconfiguraciones espaciales de la violencia en el Cauca y hegemonías simbólicas de la territorialidad en el posconflicto,Argentina,2017,Las ciencias sociales en sus desplazamientos. Nuevas epistemes y nuevos desafíos.,978-987-722-281-4,,148 - 169,Consejo Latinoamericano De Ciencias Sociales Clacso,KELLY GIOVANNA MUNOZ BALCAZAR
00000000011727,True,Capítulo de libro,"Interinstitutional Relational Capital of Support for Climate Change and Food Security, an Analysis from the Social Networks in Cauca, Colombia",Colombia,2017,Advances in Information and Communication Technologies for Adapting Agriculture to Climate Change,978-3-319-70187-5-,,250 - 263,"Springer Publishing Company, Inc.","WILFRED FABIAN RIVERA MARTINEZ, CAROLINA QUINONEZ ZUNIGA"
00000000011727,True,Capítulo de libro,Tres décadas de desarraigos: Historias y explicaciones,Colombia,2018,"Desarraigos saqueos y resistencias. Tres décadas, otras miradas",978-958-8928-57-9,,10 - 47,Editorial Bonaventuriana,KELLY GIOVANNA MUNOZ BALCAZAR
00000000003625,True,Capítulo de libro,Innovación social y desarrollo local: experiencias significativas en el departamento del Cauca,Colombia,2013,Universidad-Empresa-Estado:Hacia La Cultura De La Investigación Y La Innovación-Segunda Rueda De Negocios De Innovación En Cauca Y Nariño,978-958-760-016-2,,201 - 220,Editorial Universidad Cooperativa De Colombia Educc,"YURY YOHANA CASTILLO MOLINA, OMAIRA CALVO GIRALDO, CESAR AUGUSTO GOMEZ VILLAMARIN"
00000000003625,True,Capítulo de libro,Cauca Digital: construcción de espacios para la competitividad y el bienestar de la sociedad a partir del uso intensivo de las TIC,Colombia,2013,Universidad-Empresa-Estado:Hacia La Cultura De La Investigación Y La Innovación-Segunda Rueda De Negocios De Innovación En Cauca Y Nariño,978-958-760-016-2,,121 - 136,Editorial Universidad Cooperativa De Colombia Educc,"WILFRED FABIAN RIVERA MARTINEZ, CESAR AUGUSTO GOMEZ VILLAMARIN, DEYCY JANETH SANCHEZ PRECIADO"
00000000003625,True,Capítulo de libro,Innovación social y desarrollo local: experiencias significativas en el departamento del Cauca,Colombia,2013,University-Company-State: Towards A Cultura Of Research And Innovation,9789587600278,,225 - 244,Universidad Cooperativa de Colombia,"YURY YOHANA CASTILLO MOLINA, OMAIRA CALVO GIRALDO, CESAR AUGUSTO GOMEZ VILLAMARIN"
00000000011727,True,Capítulo de libro,"Sistematización de experiencias significativas cátedra Popayán, proyecto juventud y ciudadanía, Semillero de investigación Comunicación y Ambiente",Colombia,2018,"Cátedra Popayán, Una apuesta para la sistematización de experiencias educativo-culturales y la transformación hacia una verdadera cultura de paz",978-958-8928-57-9,,89 - 102,GRAPHOS,FRANCI YORLINE ASTAIZA BRAVO
00000000003625,True,Capítulo de libro,"MÉTODO PARA EL DISEÑO CONCEPTUAL DE PRODUCTOS TURÍSTICOS EN DOS REDES EMPRESARIALES RURALES EN EL CAUCA, COLOMBIA",Colombia,2011,Experiencias Significativas En El Relacionamiento Universidad Empresa Estado: Un Espacio Para La Innovación Abierta En El Sur-Occidente Colombiano,978-958-732-093-0,,114 - 155,Editorial Universidad Del Cauca,"DEYCY JANETH SANCHEZ PRECIADO, ADRIANA PAOLA SANCHEZ RICO, WILFRED FABIAN RIVERA MARTINEZ"
00000000016909,True,Capítulo de libro,Teoría de juegos e interacción humano computador,Colombia,2019,Teoria de juegos e interacción humano computador,978-958-5415-45-4,,103 - 122,Editorial Bonaventuriana,"PAULA ANDREA MORA PEDREROS, MANUEL JOSE SANTIAGO PAJAJOYO, GUSTAVO EDUARDO CONSTAIN MORENO"
00000000004672,True,Capítulo de libro,"Impulso a las prácticas solidarias desde la academia en una perspectiva de redes. El caso del centro de investigación CICAFICULTURA, Universidad del Cauca (Colombia)",Colombia,2020,"Incidencia de la Economía Social y Solidaria a partir de prácticas de ética, responsabilidad social y buen gobierno",978-958-59653-4-8,,22 - 32,CIRIEC Colombia,FABIAN ENRIQUE SALAZAR VILLANO
00000000004672,True,Capítulo de libro,Capital social y resiliencia económica. Mediciones desde las unidades de producción agropecuaria (UPA) de la Región Pacífico de Colombia,Colombia,2020,Hechos y emprendimientos cooperativos de transformación,978-958-59653-5-5,,246 - 254,CIRIEC Colombia,FABIAN ENRIQUE SALAZAR VILLANO
00000000005369,True,Capítulo de libro,Libro Estudios Interdisciplinarios: Paz y comunicación,España,2019,Libro: Estudios Interdisciplinarios: Paz y Comunicación,978-84-09-11424-5,,295 - 308,Universidade Estadual Paulista,"PAULO PAZ RAMOS, MARIA ISABEL CAMPOS ACHICANOY, FABIAN ANDRES VALVERDE SANCHEZ"
00000000015873,True,Capítulo de libro,Ensino superior brasileiro e povos indígenas: os desafios da diversidade étnica na Universidade de Brasília,Brasil,2017,Direitos humanos e cidadania no Brasil: estudos interdisciplinares,978-85-444-2030-0,,175 - 196,CRV,"ELIZABETH RUANO IBARRA, VICTORIA GAMA MIRANDA"
00000000015873,True,Capítulo de libro,"Interinstitutional Relational Capital of Support for Climate Change and Food Security, an Analysis from the Social Networks in Cauca, Colombia",Colombia,2017,Advances in Information and Communication Technologies for Adapting Agriculture to Climate Change,978-3-319-70187-5,,250 - 263,"Springer Publishing Company, Inc.","WILFRED FABIAN RIVERA MARTINEZ, CAROLINA QUINONEZ ZUNIGA"
00000000004672,True,Capítulo de libro,Marco teórico: economía social y solidaria,Colombia,2018,Caficultura y desarrollo local caucano:una mirada a ocho municipios,978-958-732-336-8,,19 - 30,Universidad del Cauca,YULIETH KARINA MERA PAZ
00000000015873,True,Capítulo de libro,Competitividad en Colombia: normativas y narrativas del periódo 1990-2015,Colombia,2018,"Política, cultura e sociedade na américa latina: estudos interdisciplinares e comparativos",9788580424751,,245 - 270,CRV Ltda,"WILFRED FABIAN RIVERA MARTINEZ, ELIZABETH RUANO IBARRA, OSCAR ALVARADO MUNOZ"
00000000015873,True,Capítulo de libro,Afetos e deslocamentos transnacionais: estudo de caso de migrantes paraguaios no Distrito Federal (Brasil),Brasil,2018,Gestão e dinâmicas em desenvolvmento territorial,978-85-444-21611,,101 - 118,CRV,ELIZABETH RUANO IBARRA
00000000015873,True,Capítulo de libro,Helicicultura na Colômbia: análise histórico-comparativa,Colombia,2018,Estudos em Agronegócios: construindo competitividade,9788540025110,,395 - 426,Kelps,"LEYDY EVONNE LOPEZ PALECHOR, MARLON VINICIUS BRISOLA, ELIZABETH RUANO IBARRA"
00000000015873,True,Capítulo de libro,"Currículo, creatividad y didáctica en la educación mediada digitalmente",España,2018,EDUcación con TECnología : un compromiso social. Aproximaciones desde la investigación y la innovación,978-84-9144-126-7,,1147 - 1151,Edicions de la Universitat de Lleida,"PAULA ANDREA MORA PEDREROS, DEYSER GUTIERREZ ALVAREZ, CESAR FELIPE HENAO VILLA"
00000000015873,True,Capítulo de libro,Acumulación capitalista por desposesión en el territorio del Macizo colombiano,Colombia,2018,MARX: 200 AÑOS DE PENSAMIENTO CRÍTICO,978-958-57243-6-5,,154 - 194,Samava Ediciones,"AUGUSTO VELASQUEZ FORERO, WILLIAM BERNARDO MACIAS OROZCO"
00000000015873,True,Capítulo de libro,Diversidad organizacional u organizaciones en contextos de diversidad socio-cultural,Chile,2018,"Nuevas formas de organización y trabajo: Latinoamérica frente a los actuales desafíos económicos, sociales y medioambientales",978-956-398-413-2,,1437 - 1448,Universidad Santiago de Chile,"WILSON NOE GARCES AGUILAR, LINA JULIANA ROBAYO CORAL"
00000000015873,True,Capítulo de libro,Paradigmas constitucionais e o acesso indígena à educação: plurinacionalidade e interculturalidade em Bolívia e Equador,Colombia,2019,Direitos sociais: reflexões e desdobramentos.,9788547329723,,1 - 300,Appris,"ELIZABETH RUANO IBARRA, TIAGO FRANCO DE PAULA"
00000000005369,True,Capítulo de libro,IMAGINARIO MEDIÁTICO DEL POSACUERDO PRODUCIDO POR LA REVISTA SEMANA EN COLOMBIA,España,2020,"La comunicación a la vanguardia. Tendencias, métodos y perspectivas",978-84-7074-899-8,,2109 - 2126,EDITORIAL FRAGUA,"PEDRO FELIPE DIAZ ARENAS, PAULO PAZ RAMOS"
00000000015873,True,Capítulo de libro,Imaginarios de paz en jóvenes privados de la libertad: un acercamiento que permita comprender las concepciones de otros sujetos en épocas de posconflicto,Colombia,2020,La construcción de la Paz,978-958-8614-43-4,,383 - 409,Uniatónoma del Cauca,SEBASTIAN TORO VELEZ
00000000015873,True,Capítulo de libro,"Repensando a ""liderança"" no Alto Solimões: Metamorfoses da etnopolítica Ticuna na Amazônia brasileira e colombiana",Brasil,2016,Política em Movimento: a construção da política na América Latina e Caribe ,978-85-444-1248-0,,195 - 219,CRV,"LILIANA SOUZA VIGNOLI DE SALVO, ELIZABETH RUANO IBARRA, CRISTHIAN TEOFILO DA SILVA"
00000000015873,True,Capítulo de libro,Por una interculturalidad critica en la administración. Apuntes y enclaves desde el Cauca diverso,Colombia,2016,Administración y Estudios Organizacionales. Complementariedades y contradicciones,978-958-8719-43-6,,104 - 124,Universidad Eafit,WILSON NOE GARCES AGUILAR
00000000015873,True,Capítulo de libro,"Resistencia contra-hegemónica de la comunidad campesina Cruz de Mayo, Ancash - Perú, ante las estrategias de dominación moderno/coloniales",Colombia,2016,"Manejo del riesgo en la gestión del agua. Retos ante los riesgos ambientales en el ciclo del agua, justicia ambiental y conflictos",9789587652871,,367 - 379,Centro Editorial Universidad Del Valle,"WILSON NOE GARCES AGUILAR, LINA JULIANA ROBAYO CORAL"
00000000015873,True,Capítulo de libro,A dimensão do retorno nas narrativas de migrantes paraguaias e brasileiras,Brasil,2015,Política Migratória E O Paradoxo Da Globalização,9788539707348,,209 - 234,EDIPUCRS,ELIZABETH RUANO IBARRA
00000000015873,True,Capítulo de libro,ABSTENCIÓN ELECTORAL Y VOTO EN BLANCO EN LA CONSOLIDACIÓN DEMOCRÁTICA COLOMBIANA,Colombia,2015,Un Sistema De Partidos Que Se Transforma,9789585853041,,45 - 85,Fundacion Konrad Adenauer,JULIAN ANDRES CAICEDO ORTIZ
00000000004672,True,Capítulo de libro,Economías sociales y solidarias,Colombia,2019,Innovación social y saberes en diálogo,978-958-732-351-1,,91 - 113,Universidad del Cauca,FABIAN ENRIQUE SALAZAR VILLANO
00000000005369,True,Capítulo de libro,"Narrativas, lenguajes y discursos",Colombia,2017,"Humanidades digitales, diálogo de saberes y prácticas colaborativas en red Cátedra UNESCO de Comunicación ",978-958-781-165-0,,196 - 199,Editorial Pontificia Universidad Javeriana,"PAULO PAZ RAMOS, HERNAN RODRIGUEZ URIBE, RAFAEL GONZALEZ PARDO"
00000000015873,True,Capítulo de libro,Atores e saberes na Conferência sobre Migrações e Refúgio do Distrito Federal: propostas de mudança na política migratória brasileira,Brasil,2015,Política Migratória E O Paradoxo Da Globalização,9788539707393,,105 - 134,EDIPUCRS,ELIZABETH RUANO IBARRA
00000000015873,True,Capítulo de libro,Análise histórico-comparativa da helicicultura na Colômbia,Argentina,2016,"La sociología rural en la encrucijada: vigencia de la cuestión agraria, actores sociales y modelos de desarrollo en la región",9789871676644,,1528 - 1544,Universidad del Estero,"LEYDY EVONNE LOPEZ PALECHOR, MARLON VINICIUS BRISOLA, ELIZABETH RUANO IBARRA"
00000000015873,True,Capítulo de libro,"SENTI-PENSAR LA ADMINISTRACION DESDE EL CONTEXTO DE LAS ORGANIZACIONES DE ECONOMIA SOCIAL Y SOLIDARIA EN CAJIBIO, CAUCA",Colombia,2015,Formación De Investigadores Y Construcción De Comunidad Académica En Administración,9789587724516,,2783 - 2795,Fundación Universidad Externado de Colombia,WILSON NOE GARCES AGUILAR
00000000015873,True,Capítulo de libro,"REDES SOCIALES, COMUNICACIÓN POLÍTICA Y DISCURSO POLÍTICO, UNA MIRADA A LAS PRESIDENCIALES DE MÉXICO 2012",Colombia,2015,"Medios De Comunicación, Democraccia Y Crisis Del Sistema Político En Colombia",9789587755510,,47 - 68,Empresa Editorial Universidad Nacional De Colombia,JULIAN ANDRES CAICEDO ORTIZ
00000000015873,True,Capítulo de libro,A perspectiva dos direitos humanos na 1ª conferência nacional sobre migrações e refugio,Brasil,2016,"Direitos Humanos, Cidadania E Violência No Brasil: Estudos Interdisciplinares",9788544404942,,105 - 134,CRV,ELIZABETH RUANO IBARRA
00000000004672,True,Capítulo de libro,Metodología de impacto de la producción de café en los municipios del Cauca: el territorio desde la economía solidaria,Colombia,2018,Caficultura y desarrollo local caucano:una mirada a ocho municipios,978-958-732-336-8,,31 - 66,Universidad del Cauca,YULIETH KARINA MERA PAZ
00000000015873,True,Capítulo de libro,"Elecciones 2015 en Amazonía y Orinoquía, o cuando los partidos dejaron de ser lo que eran antes",Colombia,2016,elecciones en Colombia. ¿representaciones fragmentadas?,978-958-59512-0-4-,,295 - 340,FUNDACION KAS,JULIAN ANDRES CAICEDO ORTIZ
