idcvlac,autor,nombre,tipo,verificado,nombre_comercial,contrato_registro,lugar,fecha,plataforma,ambiente,palabras,areas,sectores
0000062812,CAROLINA CASTRILLON OJEDA,Entorno Web de Métodos Numéricos sobre Software de Libre Distribución Abaco,Computacional,False,,,Colombia,2002,Multiplataforma,Java,Metodos Numéricos;Java;Applet,"Ingeniería y Tecnología;Ingeniería Civil;Ingeniería Civil, Ciencias Sociales;Ciencias de la Educación;Educación General (Incluye Capacitación, Pedagogía)","Educación, Desarrollo de programas (software) y prestación de servicios en informática"
0000850748,JAIME ANTONIO ALVAREZ SOLER,smilearning,Computacional,False,SMILEARNING,13-79-326,Colombia,2020,NINGUNA,APLICACION MOVIL,No Aplica,"Ciencias Médicas y de la Salud;Ciencias de la Salud;Ciencias Socio Biomédicas (Planificación Familiar, Salud Sexual, Efectos Políticos y Sociales de la Investigación Biomédica)",Educación
0000348570,"ALBERTO DE JESUS GONZALEZ RAMIREZ, CAROL ZULEIMA JOAQUI TRUJILLO, CECILIA VELASCO VIVAS, GABRIEL VASQUEZ",ORGEST,Computacional,False,,,Colombia,2004,Java,,Ingeniería del Conocimiento;Inteligencia Artificial;Modelos de Conocimiento;Ontologías;Redes de Conocimiento;Sistemas Inteligentes,No Aplica,No Aplica
0000348570,ALBERTO DE JESUS GONZALEZ RAMIREZ,HUWA SYSTEM,Computacional,False,HUWA System,,Colombia,2008,KARAGABI KMPLATFORM,,No Aplica,No Aplica,No Aplica
0000348570,ALBERTO DE JESUS GONZALEZ RAMIREZ,ANKORE,Computacional,False,ANKORE,,Colombia,2008,AJAX,,No Aplica,No Aplica,No Aplica
0000348570,ALBERTO DE JESUS GONZALEZ RAMIREZ,KARAGABI KMPLATFORM,Computacional,False,KARAGABI KMPLATFORM,,Colombia,2008,J2EE,,No Aplica,No Aplica,No Aplica
0000074838,DIEGO RIVERA VASQUEZ,SISTEMA DE INFORMACIÓN DE PROCESAMIENTO DE IMAGENES Y VISUALIZACIÓN DE NDVI GEOREFENCIADO,Computacional,False,,,Colombia,2019,,,No Aplica,No Aplica,No Aplica
0000074838,DIEGO RIVERA VASQUEZ,VEGATATIVE INDEX CALCULATION,Computacional,False,,,Colombia,2019,,,No Aplica,No Aplica,No Aplica
0000031614,"EDGAR CAMILO PEDRAZA ALARCON, RICC-WEB",RED INTELIGENTE DE COOPERACIÓN Y CONVIVENCIA,Computacional,False,RICC-web,,Colombia,2017,Web Python Django con Angular,VM Linux Azure A0,No Aplica,No Aplica,No Aplica
0000276375,JAIRO DAVID ERAZO BOTERO,HERRAMIENTA SOPORTE PARA LA PLANIFICACION DE REDES DE TELECOMINICACIONES URBANAS,Computacional,False,,,Colombia,2002,WINDOWS,,No Aplica,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería Eléctrica y Electrónica",No Aplica
0001465825,"JUAN FERNANDO CASANOVA OLAYA, JUAN DAVID RINCON PATINO, MARIA CRISTINA ORDONEZ DIAZ",FarmBrain,Computacional,False,FarmBrain,,Colombia,2020,Google Play,,Agricultura digital;Alertas y recomendaciones;Aplicación móvil;Sistemas productivos de café,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería de Sistemas y Comunicaciones, Ciencias Agrícolas;Agricultura, Silvicultura y Pesca;Agricultura","Productos y servicios de recreación,culturales, artísticos y deportivos, Actividades de asesoramiento y consultoría a las empresas"
0001412224,LUIS ANTONIO ROJAS POTOSI,Be4SeD: Benchmarking para Evaluación de Técnicas de Descubrimiento de Servicios,Computacional,False,,,Colombia,2009,Java2EE,,No Aplica,No Aplica,No Aplica
0001412224,LUIS ANTONIO ROJAS POTOSI,Sistema Automático de Gestión de Reservas vía Telefónica para una Agencia de Viajes.,Computacional,False,,,Colombia,2009,Java2EE,,No Aplica,No Aplica,No Aplica
0001412224,LUIS ANTONIO ROJAS POTOSI,U-ServiceMatch: Plataforma para Descubrimiento de Servicios en Ambientes de Computación Ubicua,Computacional,False,,,Colombia,2010,Java2EE,,No Aplica,No Aplica,No Aplica
0001412224,LUIS ANTONIO ROJAS POTOSI,Servicio de Mensajería Instantánea Soportada en Televisión Digital Interactiva (TDi).,Computacional,False,,,Colombia,2009,Java,,No Aplica,No Aplica,No Aplica
0001475417,LUIS JAVIER SUAREZ MEZA,Benchmarking para Evaluación de Técnicas de Descubrimiento de Servicios,Computacional,False,,,Colombia,2009,J2EE,,No Aplica,No Aplica,No Aplica
0001475417,LUIS JAVIER SUAREZ MEZA,Entorno de Creación de Servicios Telco 2.0,Computacional,False,TelComp2.0-SCE,,Colombia,2013,"Javascript, HTML, YUI, CSS, JSF, Primefaces, JQuery",,No Aplica,No Aplica,No Aplica
0001475417,LUIS JAVIER SUAREZ MEZA,Plataforma para Descubrimiento de Servicios en Ambientes de Computación Ubicua,Computacional,False,,,Colombia,2010,"J2EE, J2ME",,No Aplica,No Aplica,No Aplica
0000021883,VICTOR GARZON MARIN,Aprendiendo sobre Insectos con Realidad Virtual,Computacional,False,,,Colombia,2018,,,No Aplica,No Aplica,No Aplica
0000021883,VICTOR GARZON MARIN,MultiplayerOVR,Computacional,False,,,Colombia,2019,,,No Aplica,No Aplica,No Aplica
0000021883,VICTOR GARZON MARIN,Aplicación Móvil ApptoMovil,Computacional,False,Apptomovil,,Colombia,2018,,,No Aplica,No Aplica,No Aplica
0000074428,"VICTOR HUGO PINTO RODRIGUEZ, MICHAEL STIVENS PARDO BURBANO, JULIAN FERNANDO MUNOZ ORDONEZ",APLICACIÓN WEB PARA LA CLASIFICACIÓN DE RESIDUOS SÓLIDOS ORGÁNICOS E INORGÁNICOS,Computacional,False,EcologIA - Web,DIV- 2019.03.24,Colombia,2020,,,Procesamiento digital de imágenes;Computer vision;Deep Learning;Machine Learning,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería de Sistemas y Comunicaciones",Desarrollo de programas (software) y prestación de servicios en informática
0001065769,"JULIO EDUARDO MEJIA MANZANO, DIEGO ANDRES CAMPO CEBALLOS",APLICACIÓN PARA LA MEDICIÓN DE PULSOS DE CORAZÓN,Computacional,True,APLICACIÓN PARA LA MEDICIÓN DE PULSOS DE CORAZÓN,,Colombia,2019,Advanced Software Framework (ASF),Instrumentación AD620 como elemento de procesamiento de la señal eléctrica obtenida haciendo uso de los electrodos,No Aplica,No Aplica,No Aplica
0001065769,"JULIO EDUARDO MEJIA MANZANO, DIEGO ANDRES CAMPO CEBALLOS",MECAARM V0.1,Computacional,True,MECAARM V0.1,Showroom2019-1,Colombia,2019,"Advanced Software Framework (ASF), que provee los drivers de conexión, programación y ajuste en Windows","Arduino IDE para configuración de los sistemas embebidos y masificación en tarjetas de prueba Arduino mini pro. ATmega 328p, ATMega 2560",Procesamiento de señales;colorimetria;Mecatrónica;Robótica;Sistemas embebidos,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Robótica y Control Automático",Mercado de trabajo y mano de obra
0001065769,"DIEGO ANDRES CAMPO CEBALLOS, CARLOS ALBERTO GAVIRIA LOPEZ, DAVID ARMANDO REVELO LUNA",PICAFÉ 1.0,Computacional,True,PICAFÉ 1.0,"04A-2015-04, 6-81.2/023 DE 2016",Colombia,2017,"Desarrollo en software libre, Raspbian, Python, Tk y OpenCV, con soporte para sistemas RaspberryPi 3 B+","IDE Pycharm, Laboratoro de Mecatrónica - Unicomfacauca, Laboratorio de calidad de café -Tecnicafé",tostado de café;Sistemas inteligentes;Catación de café;Procesamiento de imágenes;colorimetria;Sistemas embebidos,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Automatización y Sistemas de Control","Desarrollo rural, Desarrollo de programas (software) y prestación de servicios en informática"
0001065769,"DIEGO ANDRES CAMPO CEBALLOS, DAVID ARMANDO REVELO LUNA, MIGUEL RICARDO PENA VARON",THERMAL_INDEX,Computacional,True,THERMAL_INDEX V1.0,Thermal_index_01,Colombia,2018,"Desarrollo en software libre y multiplataforma, QtProject y OpenCV, con soporte para sistema operativo Windows y Linux",,Agricultura de precisión,No Aplica,"Agricultura, pecuaria, silvicultura, explotación forestal"
0001065769,"DIEGO ANDRES CAMPO CEBALLOS, ANGELA MARIA MUNOZ MOLANO",DIAGNÓSTICO DE PATOLOGÍAS DEL PIE POR MEDIO DEL PROCESAMIENTO DE IMÁGENES,Computacional,True,PODOSCONET,,Colombia,2020,Entorno de desarrollo ¿ python ¿ Qt Designer,Laboratorio,Diseño mecánico;fisioterapia;podoscopio;Procesamiento de imágenes,"Ciencias Médicas y de la Salud;Ciencias de la Salud;Ciencias del Deporte, Ciencias Médicas y de la Salud;Medicina Básica;Anatomía y morfología, Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Hardware y Arquitectura de Computadores",Salud humana
0001065769,"DIEGO ANDRES CAMPO CEBALLOS, ANGELA MARIA MUNOZ MOLANO, JHON ALEXANDER GUERRERO NARVAEZ",WAISCOAT,Computacional,False,WAISCOAT,,Colombia,2022,Requisitos mínimos del sistema: - Sistema operativo Windows 10 en adelante - Procesador Intel® Celeron® G1610 en adelante - Memoria RAM de 4Gb - Espacio de almacenamiento libre de 800Mb. - Contar con conexión a internet (Solo para la instalación del Runtime de MATLAB),Laboratorio de analisis de lesiones musculoesqueléticas. Fundación Universitaria Maria Cano Laboratorio de electronica. Corporación Universitaria Comfacauca - Unicomfacauca,No Aplica,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Automatización y Sistemas de Control, Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Robótica y Control Automático, Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Telecomunicaciones, Ciencias Médicas y de la Salud;Ciencias de la Salud;Ciencias del Deporte",No Aplica
0001657696,"DAVID ARMANDO REVELO LUNA, JULIO EDUARDO MEJIA MANZANO",DESARROLLO DE UNA APLICACIÓN MÓVIL PARA CONTROL DEL PROTOTIPO PARA REHABILITACIÓN DE TOBILLO,Computacional,False,DESARROLLO DE UNA APLICACIÓN MÓVIL PARA CONTROL DEL PROTOTIPO PARA REHABILITACIÓN DE TOBILLO,,No Aplica,2020,Arduino como elemento controlador de la parte de los actuadores,Inventor como plataforma de desarrollo de la aplicación,No Aplica,No Aplica,No Aplica
0001657696,"JULIO EDUARDO MEJIA MANZANO, DAVID ARMANDO REVELO LUNA, FRANCISCO JAVIER OBANDO VIDAL, BIBIANA PATRICIA MONTOYA BONILLA, LOU STEPHEN BONNAIRE RIVERA, JOSE MANUEL GUANARITA CASTILLO, LEONARDO JAVIER BASTIDAS MORENO",SISTEMA DE INFORMACIÓN DE PROCESAMIENTO DE IMAGENES Y VISUALIZACIÓN DE NDVI GEORREFERENCIADO.,Computacional,True,SISTEMA DE INFORMACIÓN DE PROCESAMIENTO DE IMAGENES Y VISUALIZACIÓN DE NDVI GEORREFERENCIADO,,Colombia,2019,,,Estrés hídrico;índices de vegetación;Procesamiento de imágenes,"Ciencias Agrícolas;Agricultura, Silvicultura y Pesca;Agricultura","Agricultura, pecuaria, silvicultura, explotación forestal"
0001657696,DAVID ARMANDO REVELO LUNA,SISTEMA DE MONITOREO REMOTO PARA CULTIVOS EN INVERNADERO,Computacional,True,SISTEMA DE MONITOREO REMOTO PARA CULTIVOS EN INVERNADERO,,Colombia,2019,,,No Aplica,Ingeniería y Tecnología;Otras Ingenierías y Tecnologías;Otras Ingenierías y Tecnologías,"Agricultura, pecuaria, silvicultura, explotación forestal"
0001657696,"DAVID ARMANDO REVELO LUNA, DIEGO ANDRES CAMPO CEBALLOS, JAVIER HOYOS GARCIA",PICAFE 1.0,Computacional,True,PICAFE 1.0,"04A-2015-04, 6-81.2/023 DE 2016",Colombia,2019,"Desarrollo en software libre, Raspbian, Python, Tk y OpenCV, con soporte para sistemas RaspberryPi 3 b+",,No Aplica,No Aplica,No Aplica
0001657696,"DIEGO ANDRES CAMPO CEBALLOS, DAVID ARMANDO REVELO LUNA, MIGUEL RICARDO PENA VARON",THERMAL_INDEX,Computacional,True,THERMAL_INDEX V1.0,,Colombia,2018,"Desarrollo en software libre y multiplataforma, QtProject y OpenCV, con soporte para sistema operativo Windows y Linux",,No Aplica,No Aplica,No Aplica
0001738730,DIEGO ANTONIO LEGARDA CORDOBA,FILTRO DE PARTÍCULAS PARA SEGUIMIENTO DE OBJETOS EN SECUENCIAS DE VIDEO EMPLEANDO HISTOGRAMAS HSV Y VELOCIDAD DE MOVIMIENTO,Computacional,True,ASFP V 1.0,,Colombia,2019,,,No Aplica,No Aplica,No Aplica
0001623116,JHON ALEXANDER GUERRERO NARVAEZ,WAISCOAT,Computacional,False,WAISCOAT,,Colombia,2022,Requisitos mínimos del sistema: - Sistema operativo Windows 10 en adelante - Procesador Intel® Celeron® G1610 en adelante - Memoria RAM de 4Gb - Espacio de almacenamiento libre de 800Mb. - Contar con conexión a internet (Solo para la instalación del Runtime de MATLAB),aboratorio de analisis de lesiones musculoesqueléticas. Fundación Universitaria Maria Cano Laboratorio de electronica. Corporación Universitaria Comfacauca,No Aplica,No Aplica,No Aplica
0000715921,JOSE LUIS NARVAEZ SEMANATE,Clasificación de Virus Humanos mediante Visión Artificial por Computador,Computacional,False,,,Colombia,2005,"Windows 98, XP",Matlab,Procesamiento Digital de Imágenes;Red Neuronal;Visión Artificial por Computador,"Ciencias Naturales;Computación y Ciencias de la Información;Ciencias de la Computación, Ingeniería y Tecnología;Ingeniería Médica;Ingeniería Médica, Ciencias Naturales;Ciencias Físicas;Física atómica, Molecular y Química",No Aplica
0001386238,"JULIO EDUARDO MEJIA MANZANO, SAUL EDUARDO RUIZ SARZOSA, VICTORIA EUGENIA PATINO ARENAS",SISTEMA DE CONTROL DE POSICIÓN PARA PROTOTIPO DE PRONO-SUPINACIÓN EN PACIENTES CON PROBLEMAS DE MIEMBRO SUPERIOR,Computacional,True,SISTEMA DE CONTROL DE POSICIÓN PARA PROTOTIPO DE PRONO-SUPINACIÓN EN PACIENTES CON PROBLEMAS DE MIEMBRO SUPERIOR,,Colombia,2020,Arduino como elemento controlador de la parte de los actuadores,Arduino,Mecatrónica;Fabricación Digital ;Sistemas Embebidos;Robótica,Ingeniería y Tecnología;Otras Ingenierías y Tecnologías;Otras Ingenierías y Tecnologías,Fabricación de equipos de instrumentación médico
0001386238,"JULIO EDUARDO MEJIA MANZANO, LUIS FERNANDO ALAPE REALPE, VICTOR HUGO PINTO RODRIGUEZ",ALGORITMO DE CLASIFICACIÓN DE CAFÉ CEREZA VARIEDAD CASTILLA,Computacional,True,,,No Aplica,2019,"Phyton, Tensor Flow y Keras","Phyton, Tensor Flow y Keras",Mecatrónica;Procesamiento de imagenes;Sistemas Embebidos,Ingeniería y Tecnología;Otras Ingenierías y Tecnologías;Otras Ingenierías y Tecnologías,"Agricultura, pecuaria, silvicultura, explotación forestal"
0001386238,"DIEGO ANDRES CAMPO CEBALLOS, JULIO EDUARDO MEJIA MANZANO",MECAARM V0.1,Computacional,True,MECAARM V0.1,,Colombia,2019,"Advanced Software Framework (ASF), que provee los drivers de conexión, programación y ajuste en Windows","Arduino IDE para configuración de los sistemas embebidos y masificación en tarjetas de prueba Arduino mini pro. ATmega 328p, ATMega 2560",Procesamiento de señales;Colorimetria;Mecatrónica;Robótica;Sistemas Embebidos,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Robótica y Control Automático",Mercado de trabajo y mano de obra
0001386238,JULIO EDUARDO MEJIA MANZANO,MODULO DE COMINUCACIÓN PARA MAQUINA DE CONSOLIDACIÓN UNIDIMENSIONAL,Computacional,True,,,Colombia,2019,El desarrollo fue realizado en C++,,Mecatrónica;Procesamiento de señales;Sistemas Embebidos,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Automatización y Sistemas de Control",Fabricación de equipos de informática y máquinas para oficinas
0001386238,"JULIO EDUARDO MEJIA MANZANO, DAVID ARMANDO REVELO LUNA, JOSE MANUEL GUANARITA CASTILLO, DIEGO RIVERA VASQUEZ, FRANCISCO JAVIER OBANDO VIDAL, BIBIANA PATRICIA MONTOYA BONILLA",SISTEMA DE INFORMACIÓN DE PROCESAMIENTO DE IMÁGENES Y VISUALIZACIÓN DE NDVI GEOREFENCIADO,Computacional,True,SISTEMA DE INFORMACIÓN DE PROCESAMIENTO DE IMAGENES Y VISUALIZACIÓN DE NDVI GEOREFENCIADO,,Colombia,2019,,,Estrés Hídrico ;Indices de Vegetación;Procesamiento de imagenes,"Ciencias Agrícolas;Agricultura, Silvicultura y Pesca;Agricultura","Agricultura, pecuaria, silvicultura, explotación forestal"
0001386238,"DIEGO ANDRES CAMPO CEBALLOS, JULIO EDUARDO MEJIA MANZANO",APLICACIÓN PARA LA MEDICIÓN DE PULSOS DE CORAZÓN,Computacional,True,,,Colombia,2019,"Advanced Software Framework (ASF), que provee los drivers de conexión, programación y ajuste en Windows",El sistema fue implementado haciendo uso del amplificador de instrumentación AD620 como elemento de procesamiento de la señal eléctrica obtenida haciendo uso de los electrodos,Mecatrónica;Sistemas Embebidos;Procesamiento de señales,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería Eléctrica y Electrónica",Desarrollo de programas (software) y prestación de servicios en informática
0001386238,"JULIO EDUARDO MEJIA MANZANO, JOSE MANUEL GUANARITA CASTILLO, DIEGO RIVERA VASQUEZ",VEGATATIVE INDEX CALCULATION,Computacional,True,VEGATATIVE INDEX CALCULATION,,Colombia,2019,,,Procesamiento de imagenes;Indices de Vegetación;Estrés Hídrico,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Robótica y Control Automático","Agricultura, pecuaria, silvicultura, explotación forestal"
0001386238,"JULIO EDUARDO MEJIA MANZANO, DAVID ARMANDO REVELO LUNA, JHON ALEXANDER GUERRERO NARVAEZ",SISTEMA DE MONITOREO REMOTO PARA CULTIVOS EN INVERNADERO,Computacional,True,SISTEMA DE MONITOREO REMOTO PARA CULTIVOS EN INVERNADERO,,Colombia,2019,Sistema elaborado en APK Android studio,,Sistemas Embebidos;Procesamiento de señales;Mecatrónica,Ingeniería y Tecnología;Otras Ingenierías y Tecnologías;Otras Ingenierías y Tecnologías,"Agricultura, pecuaria, silvicultura, explotación forestal"
0001386238,"HELMER PAZ OROZCO, JULIO EDUARDO MEJIA MANZANO",SISTEMA DE VISIÓN DE NIVEL Y TAPA,Computacional,True,SISTEMA DE VISIÓN DE NIVEL Y TAPA,,Colombia,2019,"Lengua de programación C, en plataforma MATLAB como herramienta de desarrollo y construcción del entorno gráfico",MATLAB y plataforma GUIDE que permite el desarrollo de características gráficas del entorno de programación,Procesamiento de imagenes;Procesamiento de señales;Robótica,Ingeniería y Tecnología;Otras Ingenierías y Tecnologías;Otras Ingenierías y Tecnologías,"Fabricación de máquinas, aparatos y materialies eléctricos"
0001386238,"DAVID ARMANDO REVELO LUNA, JULIO EDUARDO MEJIA MANZANO, DIANA JIMENA LOPEZ MESA, SAUL EDUARDO RUIZ SARZOSA, VICTORIA EUGENIA PATINO ARENAS",DESARROLLO DE UNA APLICACIÓN MÓVIL PARA CONTROL DEL PROTOTIPO PARA REHABILITACIÓN DE TOBILLO,Computacional,True,DESARROLLO DE UNA APLICACIÓN MÓVIL PARA CONTROL DEL PROTOTIPO PARA REHABILITACIÓN DE TOBILLO,,Colombia,2020,Arduino como elemento controlador de la parte de los actuadores,Inventor como plataforma de desarrollo de la aplicación,No Aplica,Ingeniería y Tecnología;Otras Ingenierías y Tecnologías;Otras Ingenierías y Tecnologías,Fabricación de equipos de instrumentación médico
0001524160,"LUIS FERNANDO ALAPE REALPE, JULIO EDUARDO MEJIA MANZANO, VICTOR HUGO PINTO RODRIGUEZ",Algoritmo de clasificación de café cereza variedad castilla,Computacional,True,,,Colombia,2019,,,No Aplica,Ingeniería y Tecnología;Otras Ingenierías y Tecnologías;Otras Ingenierías y Tecnologías,"Agricultura, pecuaria, silvicultura, explotación forestal"
0000248282,"JOSE TOMAS BUITRAGO MOLINA, SANDRA ESPERANZA NOPE RODRIGUEZ, HUMBERTO LOAIZA CORREA, ANDRES DAVID RESTREPO GIRON, BRYAN GARCIA, ASFUR BARANDICA LOPEZ, JUAN CAMILO FORERO RAMIREZ, HERMES ALEJANDRO TENORIO TAMAYO",Interfaz gráfica de usuario para usarse en la detección de minas antipersonal tipo quiebrapatas mediante el análisis de imágenes termográficas aéreas del suelo (DMAP-GUI),Computacional,False,,1106-808-63732,Colombia,2023,"Con al menos uno de los siguientes actores: Centros o institutos de investigación o desarrollo tecnológico con reconocimiento vigente al cierre de la convocatoria. Institutos públicos de I+D con reconocimiento vigente al cierre de la convocatoria Grupos de investigación, desarrollo tecnológico e innovación reconocidos o categorizados. Unidades empresariales de I+D+i reconocidas","La alianza adicionalmente podrá vincular: Otros actores del SNCTeI, adscritos a entidades legalmente constituidas. Entre los actores del SNCTeI se incluyen: Instituciones de educación superior, empresas, centros de investigación, centros de desarrollo tecnológico, entidades del sector productivo o de servicios , entidades estatales, no gubernamentales y sociedad civil organizada. Una institución de educación o centro de investigación o desarrollo tecnológico o innovación internacional en calidad de entidad internacional colaboradora",No Aplica,No Aplica,No Aplica
0000248282,"SANDRA ESPERANZA NOPE RODRIGUEZ, EVAL BLADIMIR BACCA CORTES, BRAYAN BARRIOS ARCILA, E2CAV",HERRAMIENTA SOFTWARE PARA LA ESTIMACIÓN LOCAL DEL ESPESOR DE LA CAPA ASFÁLTICA USANDO VISIÓN ARTIFICIAL,Computacional,False,,,Colombia,2016,,,No Aplica,No Aplica,No Aplica
