idgruplac,verificado,tipo,nombre,lugar,fecha,isbn,editorial,autores
00000000003792,True,Libro resultado de investigación,Calidad de Sistemas de Información (4ta. Edición Ampliada y Actualizada),España,2018,978-84-9964-733-3,RA-MA,"MARIO PIATTINI, FELIX GARCIA, IGNACIO GARCIA RODRIGUEZ, FRANCISCO JOSE PINO CORREA"
00000000003792,True,Libro resultado de investigación,Modelo de madurez de ingeniería del software Versión 2.0 (MMIS V.2),España,2018,978-84-8143-975-5,AENOREdiciones,"FRANCISCO JOSE PINO CORREA, MOISES RODRIGUEZ, MARIO PIATTINI, CARLOS FERNANDEZ, BORIS DELGADO"
00000000003792,True,Libro resultado de investigación,"Metodología para la implementación del aseguramiento de calidad en los productos software, desarrollados por aprendices del Sena",Colombia,2018,978-958-15-0337-7,Ediciones SENA,"SANDRA LORENA BUITRON RUIZ, JULIO CESAR PALECHOR VALENCIA, LUIS ENRIQUE GARZON VELA"
00000000003792,True,Libro resultado de investigación,"""RECURSOS EDUCATIVOS ABIERTOS, Una oportunidad para la inclusión""",Colombia,2016,978-958-58944-9-5,Tecnológico Comfenalco,"YULIANA VANESA PUERTA CRUZ, SILVIA MARGARITA BALDIRIS NAVARRO, INGRID PAOLA SOLANO BENITEZ, JUAN JOSE PUELLO BELTRAN, LAURA BEATRIZ MARTINEZ GARCIA, ZULEIMA OROZCO GAMEZ"
00000000003792,True,Libro resultado de investigación,"""Recursos Educativos Aumentados - Una oportunidad para la inclusión""",Colombia,2016,978-958-59656-0-7,Tecnológico Comfenalco,"YULIANA VANESA PUERTA CRUZ, SILVIA MARGARITA BALDIRIS NAVARRO, JUAN JOSE PUELLO BELTRAN, INGRID PAOLA SOLANO BENITEZ, LAURA BEATRIZ MARTINEZ GARCIA, ZULEIMA OROZCO GAMEZ"
00000000008159,True,Libro resultado de investigación,"Agenda Caucana de Ciencia y Tecnología - Tejiendo Redes, Tejiendo Saberes .",Colombia,2005,978-958-9475-77-5,Universidad del Cauca,"DEYCY JANETH SANCHEZ PRECIADO, ADOLFO PLAZAS TENORIO, EDUARDO ROJAS PINEDA, LUZ STELLA PEMBERTHY GALLO"
00000000003792,True,Libro resultado de investigación,Calidad de Sistemas de Información (3ra. Edición Ampliada y Actualizada),España,2015,978-84-9964-530-8,RA-MA,"MARIO PIATTINI, FELIX GARCIA, IGNACIO GARCIA RODRIGUEZ, FRANCISCO JOSE PINO CORREA"
00000000004672,True,Libro resultado de investigación,Economía Sin Robinson Crusoe: Apuntes Para Superar El Autismo,Colombia,2013,978-958-46-2680-6,Sentipensar Editores,CARLOS CORREDOR JIMENEZ
00000000003792,True,Libro resultado de investigación,Modelo de madurez de ingeniería del software,España,2014,8481438677,AENOREdiciones,"FRANCISCO JOSE PINO CORREA, MARIO PIATTINI, CARLOS FERNANDEZ"
00000000004672,True,Libro resultado de investigación,"Globalización, sistema mundo y territorialidades locales",Colombia,2014,978-958-732-159-3,Editorial Universidad Del Cauca,CARLOS CORREDOR JIMENEZ
00000000004672,True,Libro resultado de investigación,"Desarrollo rural territorial, economía campesina y caminos solidarios",Colombia,2017,978-958-732-281-1,Editorial Universidad Del Cauca,"CARLOS CORREDOR JIMENEZ, DANIEL SNEYDER CAMPO ZAMBRANO, ENRIQUE PENA FORERO, YULIETH KARINA MERA PAZ, MARIA ISABEL SANCHEZ"
00000000008159,True,Libro resultado de investigación,Uso De Enfoques Y Herramientas De Inteligencia Competitiva Para La Articulación Al Mercado De Redes De Agroempresas Rurales En El Cauca,Colombia,2008,978-958-9451-87-8,Editorial Universidad Del Cauca,"LUZ STELLA PEMBERTHY GALLO, ADOLFO PLAZAS TENORIO, DEYCY JANETH SANCHEZ PRECIADO, ADRIANA PAOLA SANCHEZ RICO, HEYDY BELSY PABON ORTIZ, SAMIR CARLOS JOAQUI DAZA, JUAN PABLO MARTINEZ I, APOLINAR FIGUEROA CASAS"
00000000004672,True,Libro resultado de investigación,Caficultura y desarrollo local caucano Una mirada a ocho municipios,Colombia,2018,9789587323368,Editorial Universidad Del Cauca,WILSON JAVIER DIAGO IMBACHI
00000000004672,True,Libro resultado de investigación,Caficultura y desarrollo local caucano Una mirada a ocho municipios,Colombia,2018,978-958-732-336-8,Editorial Universidad Del Cauca,"YULIETH KARINA MERA PAZ, FABIAN ENRIQUE SALAZAR VILLANO, WILSON JAVIER DIAGO IMBACHI, GABRIELA GOMEZ VALENCIA, LADY CAROLINA CRUZ GOMEZ"
00000000012834,True,Libro resultado de investigación,"El problema de complementariedad no lineal: Teoría, aplicaciones y nuevos algoritmos para su solución",Colombia,2019,978-958-55991-7-8,Universidad del Valle,"HECTOR JAIRO MARTINEZ ROMERO, ROXANA PEREZ, FAVIAN ENRIQUE ARENAS APARICIO"
00000000008159,True,Libro resultado de investigación,"Fragmentación Y Coberturas Vegetales En Ecosistemas Andinos, Departamento Del Cauca",Colombia,2009,978-958-732-009-1,Editorial Universidad Del Cauca,"APOLINAR FIGUEROA CASAS, MONICA PATRICIA VALENCIA ROJAS"
00000000012834,True,Libro resultado de investigación,"El problema de complementariedad no lineal: Teoría, aplicaciones y nuevos algoritmos para su solución",Colombia,2019,978-958-5599-17-8,Programa Editorial Universidad Del Valle,"CARLOS ANDRES ARIAS TORRES, FAVIAN ENRIQUE ARENAS APARICIO, HECTOR JAIRO MARTINEZ ROMERO, ROSANA PEREZ MERA"
00000000005361,True,Libro resultado de investigación,Estrategia de aprendizaje basada en herramientas web 2.0 en el ámbito universitario,Colombia,2017,978-958-732-252-1,Editorial Unicauca,MAURICIO ANDRES MOSQUERA RIOS
00000000002726,True,Libro resultado de investigación,Mirada al Sur: Travesías por territorios de niebla,Colombia,2018,978-958-732-321-4,Sello Editorial Universidad del Cauca,JUAN CARLOS PINO CORREA
00000000002726,True,Libro resultado de investigación,La ciudad digital(izada). Comunicación digital y organizaciones culturales en Popayán,Colombia,2018,978-958-732-330-6,Universidad del Cauca,"JAIME ALEJANDRO GOMEZ CERON, ALEXANDER BUENDIA ASTUDILLO"
00000000005833,True,Libro resultado de investigación,Herramientas de CV para evaluar el color y matiz del café tostado,Alemania,2018,978-620-2-17095-6,omniscriptum,DIEGO ANDRES CAMPO CEBALLOS
00000000017651,True,Libro resultado de investigación,"Restauración Ecológica y Gestión Colaborativa para un producto turístico de naturaleza en Cajibío, Cauca",Colombia,2018,978-958-732-274-3,Editorial Universidad Del Cauca,"ANDRES JOSE CASTRILLON MUNOZ, JUAN CARLOS VILLALBA MALAVER"
00000000010829,True,Libro resultado de investigación,Trasformaciones y necesidades territoriales de comunidades afrodescendientes Vol I,Colombia,2018,978-958-5453-42-5,Sello Editorial Javeriano,MARTA ELENA MONTANO FUENTES
00000000007276,True,Libro resultado de investigación,PLAN ESTRATEGICO DE EDUCACION RURAL PARA EL DEPARTAMENTO DEL CESAR,Colombia,2020,978-958-5493-53-7,Ediciones Unicesar,WILSON ANTONIO SANCHEZ HERNANDEZ
00000000006693,True,Libro resultado de investigación,Deficit de autocuidado en pacientes con cancer gástrico,España,2017,978-3-659-65468-8,Editorial Académica Española,ENID ESPERANZA GARZON MANQUILLO
00000000006693,True,Libro resultado de investigación,Drogas Y Vida Universitaria: Dinamizando Caminos,Colombia,2015,978-958-732-166-1,Editorial Universidad Del Cauca,"GLADYS AMANDA MERA URBANO, GLORIA AMPARO MIRANDA MARTINEZ, EDGAR ALFONSO CASTRO ROBLES, CLARA IMELDA TORRES ARTUNDUAGA"
00000000007827,True,Libro resultado de investigación,Ingeniería colaborativa desde la interacción humano-computador,Colombia,2019,978-958-5415-55-3,Editorial Bonaventuriana,"CESAR ALBERTO COLLAZOS ORDONEZ, LUIS FREDDY MUNOZ SANABRIA"
00000000002141,True,Libro resultado de investigación,"Metagenómica: pioneros, principios y aplicaciones",Colombia,2020,9789587324440,Editorial Universidad Del Cauca,"PATRICIA EUGENIA VELEZ VARELA, PEDRO A MORENO T, IVON ANDREA BOLANOS MARTINEZ, JOHN JAIME DELGADO CRUZ"
00000000007827,True,Libro resultado de investigación,TEORIA DE JUEGOS E INTERACCION HUMANO COMPUTADOR MODELOS Y TENDENCIAS EN EDUCACION I,Colombia,2019,9789585415454,Editorial Bonaventuriana,"LUIS FREDDY MUNOZ SANABRIA, CESAR ALBERTO COLLAZOS ORDONEZ"
00000000015675,True,Libro resultado de investigación,Automated composition of Convergent Services: theory and practice,Colombia,2019,978-958-732-377-1,Universidad del Cauca,JOSE ARMANDO ORDONEZ CORDOBA
00000000015675,True,Libro resultado de investigación,"SE REPARA EL PLAN DE VIDA, PERO NO EL CORAZÓN",Colombia,2020,978-958-5583-38-2,Editorial Universidad Santiago de Cali,JOSE ARMANDO ORDONEZ CORDOBA
00000000002146,True,Libro resultado de investigación,"Diagnóstico de las prácticas postcosecha para tomate de mesa bajo cubierta en el Municipio de Balboa, Departamento del Cauca",Colombia,2009,978-958-732-033-6,Sello Editorial Universidad del Cauca,"SILVIO ANDRES MOSQUERA SANCHEZ, NEYLA ADRIANA MELLIZO, NASLY ADRIANA TROCHEZ"
00000000002726,True,Libro resultado de investigación,La radio universitaria: un medio para educar,Colombia,2020,978-958-732-419-8,Editorial Universidad Del Cauca,"SANDRA LORENA ROJAS VILLAMUEZ, ALEXANDER BUENDIA ASTUDILLO"
00000000002146,True,Libro resultado de investigación,"Silvia, La Suiza De América: Su Riqueza Natural, Cultural Y Económica",Colombia,2008,978-958-9451-69-4,Universidad del Cauca,"SILVIO ANDRES MOSQUERA SANCHEZ, SANDRA PATRICIA GODOY BONILLA, ALEJANDRO TOLEDO TOVAR, LUIS FELIPE CALAMBAS"
00000000002153,True,Libro resultado de investigación,Soluciones de conectividad en comunidades Andinas. Una visión desde la práctica,Colombia,2018,978-958-48-4341-8,Samava Ediciones,"CLAUDIA MILENA HERNANDEZ BONILLA, VICTOR FABIAN MIRAMA PEREZ, VIRGINIA SOLARTE MUNOZ"
00000000002146,True,Libro resultado de investigación,Variables De Proceso Y Caracterizacion Fisicoquimica Microscopica Termica Y Mecanica De Almidon Agrio De Yuca Termoplastificado Por Extrusion,Colombia,2008,978-958-9451-61-8,Editorial Universidad Del Cauca,"HECTOR SAMUEL VILLADA CASTILLO, JOSE FERNANDO GRASS RAMIREZ, HAROLD ACOSTA ZULETA"
00000000002146,True,Libro resultado de investigación,Leche Cruda Y Leche Pasteurizada Analisis De La Competitividad Restringida De La Cadena Lactea Formal Y La Cadena Lactea Informal En Popayan Cauca,Colombia,2007,978-958-9451-52-6,Ediorial Universidad Del Cauca,"HECTOR SAMUEL VILLADA CASTILLO, JOSE FERNANDO GRASS RAMIREZ, HAROLD ACOSTA ZULETA"
00000000002153,True,Libro resultado de investigación,Aplicación de procesamiento cuántico de señales teoría wavelet,Colombia,2018,978-958-732-337-5,Editorial Universidad Del Cauca,"JUAN PABLO HOYOS SANCHEZ, PABLO EMILIO JOJOA GOMEZ"
00000000002153,True,Libro resultado de investigación,Comunicación por lineas de potencia En Banda Estrecha,Colombia,2019,9789587323467,Editorial Universidad Del Cauca,"HAROLD ARMANDO ROMO ROMERO, JUAN FERNANDO FLOREZ MARULANDA, JOSE EDUARDO CASTILLO CASTILLO"
00000000002153,True,Libro resultado de investigación,Telecomunicaciones Digitales,Colombia,2021,978-958-732-442-6,Editorial Universidad Del Cauca,HAROLD ARMANDO ROMO ROMERO
00000000005833,True,Libro resultado de investigación,Efecto del método de síntesis sobre las propiedades mecánicas del ZrO2,Alemania,2015,978-3-659-06617-7,Editorial acedémica española,"DIEGO ANDRES CAMPO CEBALLOS, JORGE ENRIQUE RODRIGUEZ PAEZ"
00000000010829,True,Libro resultado de investigación,"La UAF Y EL ORDENAMIENTO TERRITORIAL RURAL COLOMBIANO. 3 ESTUDIOS DE CASO. Casanare, Cundinamarca y Bolívar",Colombia,2018,978-958-5453-69-2,Sello Editorial Javeriano,"CARLOS ARTURO DUARTE TORRES, MARTA ELENA MONTANO FUENTES"
00000000015256,True,Libro resultado de investigación,Impresiones. Miradas y realidades entre plomos,Colombia,2017,978-958-732-245-3,Editorial Universidad Del Cauca,"YESID GEOVANY PIZO VIDAL, RAFAEL ENRIQUE SARMIENTO LOPEZ, LAURA JUDITH SANDOVAL SARMIENTO, CARLOS ALBERTO MAMIAN PALECHOR, LEANDRO TRIANA TRUJILLO, JHONATAN ISAAC TUMBO RUIZ, BRAYAN ESNEYDER LOPEZ VIDAL, YEISON EDELMO ROJAS CHIMBORAZO, PAULA ANDREA BALTAN SALAZAR, NATALIA RODRIGUEZ SOLANO, YESID ALEJANDRO MOSQUERA QUESADA, ADRIANA ROCIO DELGADO AGREDO, ANGIE LORENA SALAZAR ANACONA, SANTIAGO CASTRILLON PERALTA, GONZALO CAMARGO PINZON, GONZALO EDUARDO IBARRA VALENCIA, ANDRES FELIPE UNI HURTADO, LINAMARIA LOPEZ HURTADO, ANGEL GABRIEL ANDRADE RIVERA, MONICA FERNANDA REALPE IMBACHI, LINA MARIA RIVERA PAREDES, DANIELA VALENCIA ALMENDRA, MARISOL OROZCO ALVAREZ"
00000000015256,True,Libro resultado de investigación,Cuadernos tipográficos. Estudios y prácticas en torno a la tipografía en el Suroccidente colombiano 2014-2016,Colombia,2017,978-958-732-226-2,Editorial Universidad Del Cauca,"YESID GEOVANY PIZO VIDAL, LAURA JUDITH SANDOVAL SARMIENTO, RAFAEL ENRIQUE SARMIENTO LOPEZ, MARISOL OROZCO ALVAREZ, HUGO ALONSO PLAZAS PAEZ, JENNYFER ALEJANDRA CASTELLANOS NAVARRETE"
00000000010829,True,Libro resultado de investigación,"La UAF Y EL ORDENAMIENTO TERRITORIAL RURAL COLOMBIANO. 3 ESTUDIOS DE CASO. Casanare, Cundinamarca y Bolívar",Colombia,2019,9789585453692,Sello Editorial Javeriano,MARTA ELENA MONTANO FUENTES
00000000002726,True,Libro resultado de investigación,La discordia de Babel. Crítica del lenguaje en la poesía hispanoamericana,Colombia,2020,978-958-9022-23-8,Gamar Editores,FELIPE ANDRES GARCIA QUINTERO
00000000002157,True,Libro resultado de investigación,Construcción de materiales educativos que apoyan la enseñanza del nasa yuwe,Colombia,2015,978-958-732-164-7,Universidad del Cauca,"LUZ MARINA SIERRA MARTINEZ, TULIO ENRIQUE ROJAS CURIEUX, ERWIN MEZA VEGA, CARLOS ALBERTO COBOS LOZADA"
00000000002184,True,Libro resultado de investigación,La educación popular y sus praxis pedagógicas transformadoras.,Colombia,2020,978-958-9022-27-6,Gamar Editores,ROBERT ALFREDO EUSCATEGUI PACHON
00000000002157,True,Libro resultado de investigación,Ewa: Comunidad Virtual De Apoyo A Los Proceso De Etnoeducación Nasa. Puutxwe'Wna Dxi'Phadenwa',Colombia,2010,978-958-732-054-1,Ediorial Universidad Del Cauca,"LUZ MARINA SIERRA MARTINEZ, TULIO ENRIQUE ROJAS CURIEUX, ROBERTO CARLOS NARANJO"
00000000000668,True,Libro resultado de investigación,"Voces, Perspectivas Y Miradas Del Pacífico",Colombia,2012,978-958-732-098-5,Ediorial Universidad Del Cauca,ELIZABETH TABARES TRUJILLO
00000000000668,True,Libro resultado de investigación,Embarazos y relaciones de poder en Jóvenes Caucanos: salud sexual y reproductiva en el Sur occidente Colombiano,Colombia,2015,978-958-732-194-4,Editorial Universidad Del Cauca,PAOLA ANDREA TOVAR TOVAR
00000000000668,True,Libro resultado de investigación,Historia de la Antropología en el Cauca,Colombia,2016,978-958-732-209-5,Universidad del Cauca,"LUCIA EUFEMIA MENESES LUCUMI, ELIZABETH TABARES TRUJILLO"
00000000012823,True,Libro resultado de investigación,Análisis del Trabajo y Desempleo de las Mujeres en Situación de Pobreza de la Ciudad de Popayán,Colombia,2014,978-958-8863-80-1,Nuevas Ediciones,"JULIANA ISABEL SARMIENTO CASTILLO, MARCELA AVILA CERON, ALEJANDRA MILLER RESTREPO, ANDRES MAURICIO GOMEZ SANCHEZ"
00000000012823,True,Libro resultado de investigación,Diagnóstico Mercado de Trabajo Popayán,Colombia,2013,978-958-732-121-0,PNUD,"ANDRES MAURICIO GOMEZ SANCHEZ, JULIANA ISABEL SARMIENTO CASTILLO, CLAUDIA LICETH FAJARDO HOYOS"
00000000000694,True,Libro resultado de investigación,"Contributions À La Commande D'Un Robot Bipède 3d: Modélisation, Calcul Des Forces De Réaction, Commande Et Actionnement",Alemania,2011,978-61-31562-49-5,Editions universitaires europeennes,CARLOS FELIPE RENGIFO RODAS
00000000000694,True,Libro resultado de investigación,Robótica Médica: Notas prácticas para el aprendizaje de la robótica en bioingeniería,España,2013,9788415413127,CYTED,"CARLOS FELIPE RENGIFO RODAS, OSCAR ANDRES VIVAS ALBAN, VICTOR HUGO MOSQUERA LEYTON, CARLOS ALBERTO GAVIRIA LOPEZ, ELENA MUNOZ ESPANA"
00000000000694,True,Libro resultado de investigación,Soy creativo: metodología,Colombia,2016,978-958-8557-31-1,EDITORIAL CECAR,NESTOR ANDRES GONZALEZ VARGAS
00000000000694,True,Libro resultado de investigación,Conozco mi contexto,Colombia,2016,978-958-8557-30-4,EDITORIAL CECAR,NESTOR ANDRES GONZALEZ VARGAS
00000000000694,True,Libro resultado de investigación,Diagnóstico de Fallos en Sistemas de Eventos Discretos,España,2016,978-3-8417-5273-4,Editorial Académica Española,"DOYRA MARIELA MUNOZ ANASCO, ANTONIO CORRECHER SALVADOR"
00000000000694,True,Libro resultado de investigación,Comunicación por lineas de potencia En Banda Estrecha,Colombia,2019,9789587323467,Editorial Universidad Del Cauca,"JUAN FERNANDO FLOREZ MARULANDA, HAROLD ROMO, EDUARDO CASTILLO CASTILLO"
00000000015873,True,Libro resultado de investigación,Estrategias Pedagógico Terapéutico,Colombia,2017,978-958-59664-3-7,Terciarios Capuchinos,SEBASTIAN TORO VELEZ
00000000008160,True,Libro resultado de investigación,Educación virtual usando en televisión digital interactiva. Experiencias prácticas del proyecto EDiTV,Colombia,2016,978-958-732-190-6,Universidad del Cauca,JOSE LUIS ARCINIEGAS HERRERA
00000000015873,True,Libro resultado de investigación,Aprender a investigar desde la Escuela,México,2016,9786074104158,"Innovación Editorial Lagares de México, S.A. de C.V.",NUBIA AMPARO ORTIZ GUERRERO
00000000002178,True,Libro resultado de investigación,RECUPERACION DE ALIMENTOS NATIVOS Y DE SALUD COLECTIVA EN COMUNIDADES NASA,Colombia,2010,9789587320404,Editorial Universidad Del Cauca,"HUGO PORTELA GUARIN, ALVARO RENDON"
00000000002178,True,Libro resultado de investigación,Historia de la Medicina en Colombia. Tomo IV: De la práctica liberal a la socialización limitada (1918-1975),Colombia,2013,978-958-45-3773-7,Grupo Editorial Norma,HUGO PORTELA GUARIN
00000000002178,True,Libro resultado de investigación,Educación Superior: regionalización y territorio en el Cauca,Colombia,2015,978-958-732-184-5,Editorial Universidad Del Cauca,"HUGO PORTELA GUARIN, CARLOS ENRIQUE OSORIO GARCES"
00000000002178,True,Libro resultado de investigación,"Pensando y Educando desde el corazón de la montaña: La historia de un intelectual indígena Misak, Avelino Dagua Hurtado",Colombia,2016,978-958-732-207-1,Editorial Universidad Del Cauca,NANCY LORENA OBANDO VILLOTA
